Physician,DiagnosisGroupCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PHY368063,175,1,1068.0,10000
PHY368063,542,1,1068.0,6000
PHY368063,870,1,1068.0,13000
PHY368069,230,1,1068.0,29000
PHY368089,310,1,1068.0,16000
PHY368097,090,1,1068.0,38000
PHY368107,226,1,1068.0,6000
PHY368107,240,1,1068.0,12000
PHY368107,257,1,1068.0,21000
PHY368107,386,1,1068.0,7000
PHY368107,458,2,2136.0,22000
PHY368107,708,2,2136.0,30000
PHY368125,285,1,1068.0,7000
PHY368126,417,1,1068.0,0
PHY368132,424,1,1068.0,9000
PHY368144,222,1,1068.0,15000
PHY368151,197,1,1068.0,9000
PHY368154,250,1,1068.0,5000
PHY368167,561,1,1068.0,15000
PHY368176,085,1,1068.0,3000
PHY368184,810,1,1068.0,7000
PHY368185,002,1,1068.0,57000
PHY368185,080,2,2136.0,34000
PHY368185,248,1,1068.0,3000
PHY368185,263,1,1068.0,6000
PHY368185,380,2,2136.0,30000
PHY368185,562,1,1068.0,14000
PHY368185,654,1,1068.0,6000
PHY368185,810,2,2136.0,8000
PHY368200,097,1,1068.0,4000
PHY368200,295,1,1068.0,9000
PHY368200,470,1,1068.0,5000
PHY368200,880,1,1068.0,3000
PHY368204,201,1,1068.0,3000
PHY368207,466,1,1068.0,17000
PHY368210,393,1,1068.0,9000
PHY368229,252,1,1068.0,4000
PHY368229,698,1,1068.0,9000
PHY368229,909,1,1068.0,4000
PHY368233,216,1,1068.0,4300
PHY368238,542,1,1068.0,6000
PHY368238,870,1,1068.0,13000
PHY368246,728,1,1068.0,2000
PHY368254,653,1,1068.0,9000
PHY368257,205,1,1068.0,6000
PHY368257,897,1,1068.0,19000
PHY368263,263,1,1068.0,7000
PHY368271,256,1,1068.0,5000
PHY368276,064,1,1068.0,16000
PHY368276,066,1,1068.0,8000
PHY368276,168,1,1068.0,8000
PHY368276,581,1,1068.0,2000
PHY368278,537,1,1068.0,19000
PHY368294,801,1,1068.0,4000
PHY368297,697,1,1068.0,6000
PHY368298,297,1,1068.0,4000
PHY368300,243,1,1068.0,4000
PHY368303,059,1,1068.0,22000
PHY368303,291,1,0.0,7000
PHY368309,501,1,1068.0,5000
PHY368324,236,1,1068.0,75000
PHY368324,424,1,1068.0,9000
PHY368324,945,1,1068.0,9000
PHY368326,122,1,1068.0,5000
PHY368327,187,1,1068.0,6000
PHY368327,243,1,1068.0,6000
PHY368327,386,1,1068.0,8000
PHY368327,495,1,1068.0,0
PHY368327,533,1,1068.0,8000
PHY368327,574,1,0.0,57000
PHY368327,660,1,1068.0,11000
PHY368334,151,1,1068.0,5000
PHY368346,195,1,1068.0,14000
PHY368352,239,1,1068.0,11000
PHY368354,199,1,1068.0,7000
PHY368356,440,1,1068.0,45000
PHY368360,263,1,1068.0,57000
PHY368360,683,1,1068.0,3000
PHY368380,308,1,1068.0,9000
PHY368380,474,1,1068.0,3000
PHY368380,829,1,1068.0,1000
PHY368383,247,1,1068.0,3000
PHY368387,856,1,1068.0,13000
PHY368401,203,1,1068.0,10000
PHY368401,261,1,1068.0,4000
PHY368426,348,1,1068.0,3000
PHY368434,947,1,1068.0,17000
PHY368438,301,1,1068.0,5000
PHY368438,302,1,1068.0,3000
PHY368438,533,1,1068.0,14000
PHY368438,711,1,1068.0,3000
PHY368438,887,1,1068.0,7000
PHY368462,296,2,2136.0,14000
PHY368462,329,1,1068.0,0
PHY368464,244,1,1068.0,26000
PHY368467,079,1,1068.0,4000
PHY368469,303,1,1068.0,11000
PHY368469,395,1,1068.0,5000
PHY368492,000,1,1068.0,0
PHY368492,192,1,1068.0,4000
PHY368492,281,1,1068.0,5000
PHY368492,298,1,1068.0,8000
PHY368492,309,1,1068.0,9000
PHY368492,808,1,1068.0,6000
PHY368492,882,1,1068.0,12000
PHY368492,948,1,1068.0,15000
PHY368494,026,1,1068.0,5000
PHY368497,538,1,1068.0,14000
PHY368498,343,1,1068.0,4000
PHY368507,331,1,1068.0,6000
PHY368519,205,1,1068.0,7000
PHY368529,098,1,1068.0,29000
PHY368530,253,1,1068.0,12000
PHY368539,175,1,1068.0,18000
PHY368539,198,1,1068.0,12000
PHY368556,386,1,1068.0,4000
PHY368560,187,1,1068.0,36000
PHY368572,329,1,1068.0,8000
PHY368572,820,1,1068.0,5000
PHY368577,354,1,1068.0,7000
PHY368583,260,1,1068.0,2000
PHY368583,552,1,1068.0,12000
PHY368587,164,1,1068.0,13000
PHY368587,327,1,1068.0,17000
PHY368587,628,1,1068.0,10000
PHY368588,485,1,1068.0,12000
PHY368593,235,1,1068.0,3000
PHY368598,378,1,1068.0,47000
PHY368598,462,1,1068.0,10000
PHY368603,460,1,1068.0,11000
PHY368605,074,1,1068.0,5000
PHY368605,284,1,1068.0,12000
PHY368605,299,1,1068.0,10000
PHY368605,758,1,1068.0,4000
PHY368605,857,1,1068.0,13000
PHY368605,895,1,1068.0,2000
PHY368608,057,1,1068.0,3000
PHY368621,350,1,1068.0,0
PHY368626,422,1,1068.0,6000
PHY368626,507,1,1068.0,11000
PHY368633,130,1,1068.0,4000
PHY368633,989,2,2136.0,58000
PHY368634,259,2,2136.0,114000
PHY368636,226,1,1068.0,19000
PHY368639,166,1,1068.0,3000
PHY368639,640,1,1068.0,0
PHY368642,249,1,1068.0,5000
PHY368655,623,1,1068.0,4000
PHY368656,940,2,2136.0,26000
PHY368660,219,2,2136.0,10000
PHY368666,503,1,1068.0,11000
PHY368670,376,1,1068.0,4000
PHY368688,808,1,1068.0,4000
PHY368701,186,1,1068.0,5000
PHY368701,240,1,1068.0,9000
PHY368708,218,1,1068.0,0
PHY368708,305,1,1068.0,6000
PHY368708,326,1,1068.0,7000
PHY368708,512,1,1068.0,11000
PHY368708,593,1,1068.0,12000
PHY368708,744,1,1068.0,5000
PHY368708,988,1,0.0,20000
PHY368719,941,1,1068.0,23000
PHY368733,179,2,2136.0,12000
PHY368733,192,1,1068.0,9000
PHY368733,577,1,1068.0,3000
PHY368735,292,1,1068.0,6000
PHY368743,950,1,1068.0,22000
PHY368745,334,1,1068.0,8000
PHY368750,305,1,1068.0,5000
PHY368762,187,1,0.0,16000
PHY368762,565,1,1068.0,7000
PHY368762,881,1,1068.0,1000
PHY368765,511,1,1068.0,7000
PHY368780,042,1,1068.0,3000
PHY368780,464,1,1068.0,10000
PHY368813,102,1,1068.0,4000
PHY368818,168,1,1068.0,7000
PHY368818,540,1,1068.0,3000
PHY368818,619,1,1068.0,18000
PHY368835,641,1,1068.0,14000
PHY368836,443,1,1068.0,8000
PHY368837,228,1,1068.0,30000
PHY368837,565,1,1068.0,9000
PHY368842,692,1,1068.0,23000
PHY368848,029,1,1068.0,4000
PHY368848,077,1,1068.0,5000
PHY368848,310,1,1068.0,14000
PHY368848,315,1,1068.0,5000
PHY368848,686,1,1068.0,10000
PHY368848,864,1,1068.0,13000
PHY368851,616,1,1068.0,6000
PHY368851,854,1,1068.0,14000
PHY368871,655,1,1068.0,3000
PHY368879,201,1,1068.0,5000
PHY368893,155,1,1068.0,3000
PHY368893,239,1,1068.0,9000
PHY368911,021,1,1068.0,3000
PHY368911,294,1,1068.0,4000
PHY368911,857,1,1068.0,14000
PHY368938,479,1,1068.0,0
PHY368938,565,1,1068.0,4000
PHY368938,687,1,1068.0,7000
PHY368944,092,1,1068.0,17000
PHY368944,228,2,2136.0,30000
PHY368944,643,1,1068.0,2000
PHY368944,945,1,1068.0,12000
PHY368948,916,1,1068.0,12000
PHY368952,389,1,1068.0,58000
PHY368962,350,1,1068.0,12000
PHY368967,194,1,1068.0,4000
PHY368967,195,1,1068.0,5000
PHY368967,254,3,3204.0,48000
PHY368967,281,1,1068.0,3000
PHY368983,207,1,1068.0,10000
PHY369000,072,1,1068.0,13000
PHY369000,460,1,1068.0,13000
PHY369000,506,1,1068.0,300
PHY369002,242,1,1068.0,8000
PHY369005,245,1,1068.0,6000
PHY369007,386,1,1068.0,3000
PHY369014,182,1,1068.0,30000
PHY369014,341,1,1068.0,6000
PHY369014,986,1,1068.0,26000
PHY369021,309,1,1068.0,14000
PHY369021,507,1,1068.0,10000
PHY369031,356,1,1068.0,30000
PHY369032,504,1,1068.0,18000
PHY369039,223,1,1068.0,4000
PHY369040,280,1,1068.0,8000
PHY369040,295,1,1068.0,8000
PHY369040,393,1,1068.0,10000
PHY369040,945,2,2136.0,22000
PHY369045,208,1,1068.0,6000
PHY369051,183,1,1068.0,8000
PHY369051,422,1,1068.0,10000
PHY369051,754,1,1068.0,3000
PHY369053,190,1,1068.0,4000
PHY369053,206,1,1068.0,57000
PHY369053,223,1,1068.0,15000
PHY369053,249,1,1068.0,10000
PHY369053,260,1,1068.0,9000
PHY369053,371,1,1068.0,30000
PHY369053,380,1,1068.0,8000
PHY369053,389,1,1068.0,13000
PHY369053,470,1,1068.0,4000
PHY369053,516,1,1068.0,23000
PHY369058,089,1,1068.0,3000
PHY369062,922,1,1068.0,4000
PHY369063,096,1,1068.0,4000
PHY369063,207,1,1068.0,3000
PHY369066,551,1,1068.0,0
PHY369072,638,1,1068.0,6000
PHY369074,693,1,1068.0,2000
PHY369101,987,1,1068.0,50000
PHY369102,227,1,1068.0,7000
PHY369115,285,2,2136.0,8000
PHY369120,480,1,1068.0,14000
PHY369125,300,2,2136.0,12000
PHY369125,392,1,1068.0,7000
PHY369125,595,2,2136.0,6000
PHY369135,244,1,1068.0,5000
PHY369148,493,1,0.0,24000
PHY369160,059,1,1068.0,5000
PHY369165,235,1,1068.0,10000
PHY369165,886,1,1068.0,700
PHY369167,026,1,1068.0,10000
PHY369167,864,1,1068.0,7000
PHY369171,183,1,1068.0,12000
PHY369171,578,1,1068.0,5000
PHY369171,825,1,0.0,0
PHY369171,894,1,1068.0,2000
PHY369172,262,1,1068.0,14000
PHY369177,235,1,1068.0,18000
PHY369194,230,1,1068.0,5000
PHY369194,551,2,2136.0,4000
PHY369196,727,1,1068.0,3000
PHY369203,194,1,1068.0,19000
PHY369203,638,1,1068.0,3000
PHY369203,897,1,1068.0,2000
PHY369240,262,1,1068.0,3000
PHY369246,535,1,1068.0,10000
PHY369246,539,1,0.0,25000
PHY369247,020,1,1068.0,11000
PHY369247,029,2,2136.0,46000
PHY369247,327,1,1068.0,10000
PHY369247,472,1,1068.0,6000
PHY369247,475,1,1068.0,10000
PHY369247,948,1,1068.0,44000
PHY369247,949,1,1068.0,16000
PHY369261,248,1,1068.0,3000
PHY369261,305,1,1068.0,5000
PHY369261,625,1,0.0,4000
PHY369261,692,1,1068.0,9000
PHY369265,618,1,1068.0,8000
PHY369265,750,1,1068.0,4000
PHY369270,378,2,2136.0,16000
PHY369278,189,1,1068.0,8000
PHY369278,201,1,1068.0,9000
PHY369278,252,1,1068.0,10000
PHY369278,499,1,1068.0,20000
PHY369280,393,1,1068.0,11000
PHY369283,558,1,1068.0,9000
PHY369293,189,2,2136.0,38000
PHY369293,283,1,1068.0,2000
PHY369293,334,2,2136.0,12000
PHY369293,339,2,2136.0,28000
PHY369293,489,2,2136.0,12000
PHY369293,657,2,2136.0,14000
PHY369293,871,3,3204.0,21000
PHY369294,221,1,1068.0,12000
PHY369307,022,1,1068.0,29000
PHY369307,033,1,1068.0,5000
PHY369307,185,1,1068.0,4000
PHY369307,191,1,1068.0,8000
PHY369307,208,1,1068.0,5000
PHY369307,233,1,1068.0,5000
PHY369307,245,1,1068.0,21000
PHY369307,246,1,1068.0,10000
PHY369307,251,1,1068.0,3000
PHY369307,256,1,1068.0,14000
PHY369307,261,1,0.0,4000
PHY369307,310,1,1068.0,7000
PHY369307,316,1,1068.0,24000
PHY369307,342,1,1068.0,5000
PHY369307,377,1,1068.0,23000
PHY369307,433,1,1068.0,10000
PHY369307,498,1,1068.0,16000
PHY369307,503,2,2136.0,32000
PHY369307,577,1,1068.0,4000
PHY369307,581,1,1068.0,0
PHY369307,604,1,1068.0,22000
PHY369307,620,1,1068.0,2000
PHY369307,652,2,2136.0,6000
PHY369307,726,1,1068.0,6000
PHY369307,804,1,1068.0,4000
PHY369307,872,2,2136.0,21000
PHY369320,083,1,1068.0,25000
PHY369321,000,1,1068.0,0
PHY369322,712,1,1068.0,2000
PHY369329,540,1,1068.0,11000
PHY369344,547,1,1068.0,8000
PHY369346,196,1,1068.0,6000
PHY369346,622,1,1068.0,3000
PHY369360,197,1,1068.0,6000
PHY369360,280,1,1068.0,4000
PHY369360,389,1,1068.0,11000
PHY369376,208,1,1068.0,7000
PHY369393,196,1,1068.0,3000
PHY369393,280,1,1068.0,4000
PHY369408,309,1,1068.0,7000
PHY369410,251,1,1068.0,10000
PHY369423,258,1,1068.0,3000
PHY369431,003,1,1068.0,57000
PHY369431,103,1,1068.0,10000
PHY369441,335,1,1068.0,13000
PHY369455,217,1,1068.0,80
PHY369455,290,1,1068.0,7000
PHY369455,375,1,1068.0,12000
PHY369455,508,1,1068.0,3000
PHY369455,675,1,1068.0,9000
PHY369455,856,1,1068.0,11000
PHY369457,058,1,1068.0,6000
PHY369457,191,1,1068.0,5000
PHY369457,229,2,2136.0,8000
PHY369457,261,2,2136.0,22000
PHY369457,440,1,1068.0,10000
PHY369457,496,1,1068.0,3000
PHY369457,535,1,0.0,7000
PHY369457,718,1,1068.0,7000
PHY369470,327,1,1068.0,10000
PHY369472,947,1,1068.0,27000
PHY369475,167,1,1068.0,11000
PHY369475,228,1,1068.0,30000
PHY369477,153,1,1068.0,7000
PHY369477,238,1,1068.0,9000
PHY369477,470,1,1068.0,11000
PHY369477,477,1,1068.0,11000
PHY369478,179,1,1068.0,5000
PHY369478,206,1,1068.0,4000
PHY369478,949,1,1068.0,17000
PHY369479,178,1,1068.0,9000
PHY369480,341,1,1068.0,13000
PHY369492,490,1,1068.0,6000
PHY369495,673,1,1068.0,3000
PHY369497,285,1,1068.0,12000
PHY369497,306,1,1068.0,40000
PHY369497,907,1,1068.0,8000
PHY369505,072,1,1068.0,41000
PHY369505,234,1,1068.0,11000
PHY369505,533,1,1068.0,38000
PHY369511,887,1,1068.0,6000
PHY369528,826,1,1068.0,8000
PHY369535,151,1,1068.0,10000
PHY369535,844,1,1068.0,8000
PHY369537,870,1,1068.0,3000
PHY369552,253,1,1068.0,50000
PHY369552,284,1,1068.0,7000
PHY369552,883,1,1068.0,3000
PHY369556,193,1,1068.0,17000
PHY369565,229,1,0.0,17000
PHY369575,543,1,1068.0,11000
PHY369579,368,1,1068.0,10000
PHY369597,939,1,1068.0,14000
PHY369599,207,1,1068.0,30000
PHY369599,342,1,1068.0,7000
PHY369599,380,1,1068.0,6000
PHY369599,599,1,1068.0,0
PHY369604,389,2,2136.0,30000
PHY369605,233,1,1068.0,6000
PHY369612,989,1,1068.0,6000
PHY369623,368,1,1068.0,7000
PHY369629,382,1,1068.0,4000
PHY369629,536,2,2136.0,42000
PHY369633,581,1,1068.0,3000
PHY369634,947,1,1068.0,13000
PHY369641,298,1,1068.0,13000
PHY369641,460,1,1068.0,10000
PHY369641,886,1,1068.0,24000
PHY369641,909,1,1068.0,9000
PHY369650,235,1,1068.0,4000
PHY369651,420,1,1068.0,5000
PHY369659,060,1,1068.0,5000
PHY369659,067,1,1068.0,5000
PHY369659,163,1,1068.0,0
PHY369659,247,1,1068.0,14000
PHY369659,261,1,1068.0,57000
PHY369659,264,1,1068.0,4000
PHY369659,334,1,1068.0,6000
PHY369659,375,1,1068.0,3000
PHY369659,479,3,3204.0,90000
PHY369659,545,1,1068.0,5000
PHY369659,687,1,1068.0,4000
PHY369673,187,1,1068.0,12000
PHY369674,178,1,1068.0,9000
PHY369675,336,1,1068.0,6000
PHY369675,565,1,1068.0,5000
PHY369675,581,1,1068.0,4000
PHY369675,641,1,1068.0,17000
PHY369675,653,1,1068.0,7000
PHY369676,219,1,1068.0,2000
PHY369676,504,1,1068.0,18000
PHY369681,507,1,1068.0,19000
PHY369713,492,1,1068.0,11000
PHY369714,093,1,1068.0,30000
PHY369715,075,1,1068.0,6000
PHY369715,585,1,1068.0,4000
PHY369717,067,1,1068.0,5000
PHY369717,498,1,1068.0,27000
PHY369723,166,1,1068.0,57000
PHY369723,198,1,1068.0,11000
PHY369724,299,1,1068.0,34000
PHY369733,207,1,1068.0,3000
PHY369733,296,1,1068.0,14000
PHY369733,880,1,1068.0,46000
PHY369740,147,1,1068.0,3000
PHY369740,373,1,1068.0,43000
PHY369742,492,1,1068.0,9000
PHY369761,183,1,1068.0,7000
PHY369766,264,1,1068.0,17000
PHY369766,298,1,1068.0,11000
PHY369766,948,1,1068.0,3000
PHY369779,566,1,1068.0,9000
PHY369780,486,1,1068.0,32000
PHY369789,029,1,1068.0,9000
PHY369789,100,1,1068.0,5000
PHY369791,294,1,1068.0,7000
PHY369792,727,2,2136.0,6000
PHY369811,541,1,0.0,16000
PHY369811,743,1,1068.0,6000
PHY369811,945,1,1068.0,8000
PHY369815,282,1,1068.0,3000
PHY369816,459,2,2136.0,40000
PHY369816,476,3,3204.0,48000
PHY369816,554,2,2136.0,28000
PHY369816,566,1,1068.0,3000
PHY369816,583,1,1068.0,4000
PHY369819,432,1,1068.0,3000
PHY369821,011,1,1068.0,57000
PHY369821,313,1,1068.0,15000
PHY369821,618,1,1068.0,3000
PHY369824,035,1,0.0,6000
PHY369830,486,1,1068.0,12000
PHY369832,250,1,1068.0,5000
PHY369832,297,1,1068.0,4000
PHY369842,228,1,1068.0,47000
PHY369846,344,1,1068.0,10000
PHY369867,941,1,1068.0,2000
PHY369872,313,2,2136.0,16000
PHY369873,008,1,1068.0,57000
PHY369873,088,1,1068.0,7000
PHY369873,188,1,1068.0,8000
PHY369873,230,1,1068.0,3000
PHY369873,378,1,1068.0,3000
PHY369873,458,1,1068.0,5000
PHY369873,480,1,1068.0,14000
PHY369873,484,2,2136.0,18000
PHY369873,487,1,1068.0,12000
PHY369873,501,1,1068.0,10000
PHY369873,533,1,1068.0,6000
PHY369873,555,1,1068.0,43000
PHY369873,556,1,1068.0,10000
PHY369873,653,1,1068.0,5000
PHY369873,693,1,1068.0,10000
PHY369873,870,1,1068.0,6000
PHY369873,882,1,1068.0,3000
PHY369873,883,1,1068.0,7000
PHY369873,886,1,1068.0,20000
PHY369874,876,1,1068.0,9000
PHY369896,577,1,1068.0,8000
PHY369899,711,1,1068.0,8000
PHY369907,502,1,1068.0,9000
PHY369923,262,1,1068.0,17000
PHY369931,000,1,1068.0,0
PHY369931,254,1,1068.0,4000
PHY369931,540,1,1068.0,3000
PHY369931,689,1,1068.0,5000
PHY369931,808,1,1068.0,3000
PHY369931,870,1,1068.0,10000
PHY369931,945,1,1068.0,22000
PHY369943,042,1,1068.0,11000
PHY369943,857,1,0.0,9000
PHY369944,289,1,1068.0,15000
PHY369944,940,1,1068.0,18000
PHY369947,471,1,1068.0,12000
PHY369953,858,1,0.0,18000
PHY369956,187,1,1068.0,8000
PHY369956,194,1,1068.0,0
PHY369956,238,2,2136.0,32000
PHY369956,260,2,2136.0,62000
PHY369956,376,1,1068.0,57000
PHY369956,514,1,1068.0,11000
PHY369956,652,2,2136.0,23000
PHY369956,729,1,1068.0,7000
PHY369956,755,1,1068.0,5000
PHY369958,442,1,1068.0,9000
PHY369970,196,1,1068.0,4000
PHY369970,490,1,1068.0,6000
PHY369970,491,1,1068.0,13000
PHY369972,886,1,1068.0,3000
PHY369983,031,1,1068.0,24000
PHY369988,164,1,1068.0,9000
PHY369988,675,1,1068.0,8000
PHY369988,685,1,1068.0,4000
PHY370008,618,1,1068.0,8000
PHY370010,292,1,1068.0,4000
PHY370017,697,1,1068.0,3000
PHY370026,035,1,1068.0,8000
PHY370032,062,1,1068.0,5000
PHY370032,070,1,1068.0,6000
PHY370032,076,1,1068.0,3000
PHY370032,078,1,1068.0,11000
PHY370032,088,1,1068.0,3000
PHY370032,163,1,1068.0,5000
PHY370032,193,1,1068.0,7000
PHY370032,203,1,1068.0,18000
PHY370032,206,2,2136.0,9000
PHY370032,215,1,1068.0,0
PHY370032,231,1,1068.0,4000
PHY370032,235,2,2136.0,20000
PHY370032,238,1,1068.0,5000
PHY370032,251,1,1068.0,5000
PHY370032,257,1,1068.0,11000
PHY370032,284,1,1068.0,25000
PHY370032,287,1,1068.0,5000
PHY370032,300,1,1068.0,3000
PHY370032,307,1,1068.0,5000
PHY370032,308,1,1068.0,15000
PHY370032,326,2,2136.0,18000
PHY370032,330,1,1068.0,7000
PHY370032,368,1,1068.0,4000
PHY370032,372,2,2136.0,13000
PHY370032,374,1,1068.0,4000
PHY370032,384,2,2136.0,8000
PHY370032,412,1,1068.0,5000
PHY370032,468,1,1068.0,5000
PHY370032,473,2,2136.0,20000
PHY370032,503,2,2136.0,50000
PHY370032,508,1,1068.0,3000
PHY370032,554,1,1068.0,15000
PHY370032,563,2,2136.0,20000
PHY370032,578,1,1068.0,4000
PHY370032,579,1,1068.0,3000
PHY370032,615,2,2136.0,22000
PHY370032,621,2,2136.0,6000
PHY370032,623,2,2136.0,12000
PHY370032,666,1,1068.0,6000
PHY370032,684,1,1068.0,7000
PHY370032,696,1,1068.0,8000
PHY370032,711,2,2136.0,10000
PHY370032,862,1,1068.0,9000
PHY370032,863,2,2136.0,19000
PHY370032,896,2,2136.0,20000
PHY370032,909,1,1068.0,37000
PHY370032,941,1,1068.0,2000
PHY370032,945,1,0.0,17000
PHY370032,949,1,1068.0,14000
PHY370035,289,1,1068.0,11000
PHY370047,202,1,1068.0,9000
PHY370052,344,1,1068.0,10000
PHY370057,039,2,2136.0,10000
PHY370057,184,1,1068.0,3000
PHY370057,674,1,1068.0,4000
PHY370067,218,1,1068.0,4000
PHY370078,490,1,1068.0,15000
PHY370082,179,1,1068.0,7000
PHY370084,369,1,1068.0,3000
PHY370093,867,1,1068.0,4000
PHY370095,247,1,1068.0,5000
PHY370101,094,1,1068.0,6000
PHY370106,384,1,1068.0,7000
PHY370122,025,1,1068.0,4000
PHY370122,064,1,1068.0,0
PHY370122,101,2,2136.0,8000
PHY370122,226,1,1068.0,7000
PHY370122,462,1,1068.0,10000
PHY370127,137,1,1068.0,4000
PHY370127,197,1,1068.0,7000
PHY370127,235,1,1068.0,6000
PHY370127,666,1,1068.0,3000
PHY370129,179,1,1068.0,7000
PHY370129,294,1,1068.0,37000
PHY370139,494,1,1068.0,8000
PHY370150,223,1,1068.0,7000
PHY370150,245,1,1068.0,3000
PHY370158,030,3,3204.0,38000
PHY370158,176,1,1068.0,3000
PHY370158,248,1,1068.0,5000
PHY370158,260,1,1068.0,6000
PHY370158,283,3,3204.0,36000
PHY370158,326,2,2136.0,22000
PHY370158,338,1,1068.0,32000
PHY370158,351,2,2136.0,26000
PHY370158,390,1,1068.0,3000
PHY370158,411,2,2136.0,32000
PHY370158,418,1,1068.0,12000
PHY370158,442,1,1068.0,9000
PHY370158,645,2,2136.0,6000
PHY370158,654,1,1068.0,3000
PHY370158,667,2,2136.0,22000
PHY370158,675,1,1068.0,6000
PHY370158,693,1,1068.0,3000
PHY370158,722,2,2136.0,6000
PHY370158,947,2,2136.0,18000
PHY370158,OTH,1,1068.0,0
PHY370162,887,1,1068.0,1000
PHY370165,080,1,1068.0,4000
PHY370176,333,1,1068.0,9000
PHY370184,315,1,1068.0,6000
PHY370191,232,1,1068.0,6000
PHY370191,499,1,1068.0,13000
PHY370192,064,2,2136.0,12000
PHY370192,342,2,2136.0,22000
PHY370192,857,2,2136.0,14000
PHY370193,029,1,1068.0,6000
PHY370193,034,1,1068.0,4000
PHY370193,071,1,1068.0,5000
PHY370193,177,1,1068.0,11000
PHY370193,191,1,1068.0,5000
PHY370193,198,1,0.0,20000
PHY370193,219,1,1068.0,13000
PHY370193,226,1,1068.0,2000
PHY370193,234,1,1068.0,10000
PHY370193,238,1,1068.0,7000
PHY370193,246,1,1068.0,7000
PHY370193,298,1,0.0,15000
PHY370193,305,1,1068.0,6000
PHY370193,309,1,1068.0,2000
PHY370193,347,1,1068.0,4000
PHY370193,391,1,1068.0,6000
PHY370193,484,1,1068.0,17000
PHY370193,499,1,1068.0,14000
PHY370193,535,1,1068.0,5000
PHY370193,594,1,1068.0,8000
PHY370193,626,1,1068.0,4000
PHY370193,811,1,1068.0,9000
PHY370193,855,1,1068.0,12000
PHY370193,876,1,1068.0,3000
PHY370209,828,1,1068.0,6000
PHY370211,615,1,1068.0,4000
PHY370226,453,2,2136.0,24000
PHY370234,199,1,1068.0,4000
PHY370234,257,1,1068.0,6000
PHY370241,495,1,1068.0,9000
PHY370244,352,1,1068.0,3000
PHY370249,207,1,1068.0,15000
PHY370256,186,1,1068.0,0
PHY370256,239,1,1068.0,7000
PHY370257,849,1,1068.0,15000
PHY370271,379,1,1068.0,3000
PHY370283,196,1,1068.0,6000
PHY370283,307,1,1068.0,15000
PHY370283,562,1,1068.0,4000
PHY370283,808,1,1068.0,4000
PHY370283,948,1,1068.0,17000
PHY370285,283,1,1068.0,3000
PHY370286,353,1,1068.0,29000
PHY370306,334,1,1068.0,30000
PHY370313,225,1,1068.0,2000
PHY370313,386,1,1068.0,11000
PHY370313,883,1,1068.0,7000
PHY370317,012,2,0.0,114000
PHY370317,177,2,2136.0,54000
PHY370317,180,1,0.0,57000
PHY370317,185,1,1068.0,10000
PHY370317,190,1,1068.0,6000
PHY370317,191,1,1068.0,7000
PHY370317,208,1,1068.0,0
PHY370317,236,1,1068.0,34000
PHY370317,253,2,2136.0,22000
PHY370317,308,2,2136.0,4000
PHY370317,354,1,1068.0,5000
PHY370317,378,1,1068.0,4000
PHY370317,388,1,1068.0,7000
PHY370317,486,2,2136.0,0
PHY370317,547,2,2136.0,22000
PHY370317,597,2,2136.0,8000
PHY370317,665,1,1068.0,5000
PHY370317,674,1,1068.0,3000
PHY370317,862,2,2136.0,32000
PHY370317,884,2,2136.0,7000
PHY370324,000,1,1068.0,0
PHY370324,020,1,1068.0,8000
PHY370324,037,1,1068.0,3000
PHY370324,064,1,1068.0,8000
PHY370324,084,1,1068.0,6000
PHY370324,101,1,1068.0,5000
PHY370324,165,2,2136.0,15000
PHY370324,166,1,1068.0,7000
PHY370324,167,1,1068.0,3000
PHY370324,168,1,1068.0,0
PHY370324,186,1,1068.0,5000
PHY370324,193,1,1068.0,11000
PHY370324,198,1,1068.0,11000
PHY370324,201,1,1068.0,8000
PHY370324,203,1,1068.0,7000
PHY370324,226,1,1068.0,5000
PHY370324,239,1,1068.0,15000
PHY370324,241,1,1068.0,9000
PHY370324,251,1,1068.0,8000
PHY370324,254,1,1068.0,11000
PHY370324,297,1,1068.0,10000
PHY370324,301,1,1068.0,15000
PHY370324,305,1,1068.0,12000
PHY370324,345,2,2136.0,6000
PHY370324,381,1,1068.0,7000
PHY370324,393,1,1068.0,4000
PHY370324,424,1,1068.0,9000
PHY370324,456,1,1068.0,13000
PHY370324,457,1,1068.0,11000
PHY370324,484,1,1068.0,10000
PHY370324,495,1,1068.0,11000
PHY370324,509,1,1068.0,10000
PHY370324,581,1,1068.0,3000
PHY370324,623,1,1068.0,4000
PHY370324,639,2,2136.0,8000
PHY370324,694,2,2136.0,26000
PHY370324,750,1,1068.0,5000
PHY370324,801,1,1068.0,3000
PHY370324,804,1,1068.0,6000
PHY370324,821,1,1068.0,3000
PHY370324,828,1,1068.0,22000
PHY370324,846,1,1068.0,15000
PHY370324,867,1,1068.0,15000
PHY370324,868,1,1068.0,24000
PHY370324,895,1,1068.0,2000
PHY370324,981,1,1068.0,32000
PHY370328,096,2,2136.0,28000
PHY370328,167,1,1068.0,3000
PHY370328,407,2,2136.0,24000
PHY370343,203,1,1068.0,8000
PHY370357,284,1,1068.0,4000
PHY370357,315,1,1068.0,4000
PHY370357,342,1,1068.0,24000
PHY370372,199,1,1068.0,3000
PHY370372,814,1,1068.0,35000
PHY370378,204,1,1068.0,16000
