Provider,DiagnosisGroupCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PRV53675,221,1,1068.0,6000
PRV53675,223,1,1068.0,10000
PRV53675,228,1,1068.0,700
PRV53675,233,1,1068.0,14000
PRV53675,235,1,1068.0,14000
PRV53675,236,1,1068.0,26000
PRV53675,243,1,1068.0,2000
PRV53675,253,1,1068.0,18000
PRV53675,256,1,1068.0,8000
PRV53675,285,1,1068.0,4000
PRV53675,286,1,1068.0,2000
PRV53675,290,1,1068.0,5000
PRV53675,296,1,1068.0,12000
PRV53675,297,1,1068.0,28000
PRV53675,301,2,2136.0,13000
PRV53675,303,1,1068.0,2000
PRV53675,314,1,1068.0,5000
PRV53675,328,1,1068.0,7000
PRV53675,332,1,1068.0,5000
PRV53675,333,1,1068.0,2000
PRV53675,339,1,1068.0,5000
PRV53675,342,1,1068.0,8000
PRV53675,344,1,1068.0,6000
PRV53675,356,1,1068.0,5000
PRV53675,393,1,1068.0,8000
PRV53675,413,1,1068.0,7000
PRV53675,454,1,1068.0,7000
PRV53675,455,1,1068.0,11000
PRV53675,459,1,1068.0,4000
PRV53675,472,1,0.0,19000
PRV53675,493,1,1068.0,13000
PRV53675,537,1,1068.0,8000
PRV53675,543,1,1068.0,20000
PRV53675,581,1,1068.0,4000
PRV53675,585,2,2136.0,10000
PRV53675,595,1,1068.0,21000
PRV53675,615,1,1068.0,3000
PRV53675,616,1,1068.0,5000
PRV53675,627,1,1068.0,3000
PRV53675,630,1,1068.0,5000
PRV53675,638,1,1068.0,3000
PRV53675,668,1,1068.0,5000
PRV53675,691,1,1068.0,8000
PRV53675,713,1,1068.0,5000
PRV53675,856,1,1068.0,11000
PRV53675,867,1,1068.0,4000
PRV53675,881,2,1068.0,11000
PRV53675,894,2,2136.0,9000
PRV53675,921,1,1068.0,8000
PRV53675,950,2,2136.0,9000
PRV53675,989,1,1068.0,17000
PRV53677,005,1,1068.0,57000
PRV53677,064,1,1068.0,10000
PRV53677,068,1,1068.0,1000
PRV53677,075,1,1068.0,4000
PRV53677,080,1,1068.0,4000
PRV53677,081,1,1068.0,4000
PRV53677,085,1,1068.0,7000
PRV53677,087,1,1068.0,4000
PRV53677,096,1,1068.0,6000
PRV53677,100,1,1068.0,9000
PRV53677,177,1,1068.0,12000
PRV53677,179,1,1068.0,10000
PRV53677,182,1,1068.0,11000
PRV53677,186,1,1068.0,5000
PRV53677,193,1,1068.0,9000
PRV53677,203,1,1068.0,11000
PRV53677,216,1,1068.0,5000
PRV53677,218,1,1068.0,3000
PRV53677,220,1,1068.0,2000
PRV53677,222,2,2136.0,10000
PRV53677,243,2,2136.0,17000
PRV53677,244,1,1068.0,29000
PRV53677,246,1,0.0,13000
PRV53677,247,1,1068.0,14000
PRV53677,281,2,2136.0,18000
PRV53677,282,1,1068.0,44000
PRV53677,290,1,1068.0,3000
PRV53677,300,1,1068.0,3000
PRV53677,306,1,1068.0,0
PRV53677,308,1,1068.0,4000
PRV53677,312,1,1068.0,5000
PRV53677,327,1,1068.0,24000
PRV53677,376,1,1068.0,0
PRV53677,389,1,1068.0,4000
PRV53677,446,2,1068.0,17000
PRV53677,459,1,1068.0,5000
PRV53677,469,1,1068.0,12000
PRV53677,481,1,1068.0,14000
PRV53677,493,1,1068.0,12000
PRV53677,504,1,1068.0,17000
PRV53677,535,1,1068.0,11000
PRV53677,604,1,1068.0,5000
PRV53677,617,1,1068.0,2000
PRV53677,628,1,1068.0,3000
PRV53677,665,1,1068.0,4000
PRV53677,693,1,1068.0,14000
PRV53677,697,1,1068.0,12000
PRV53677,729,1,1068.0,28000
PRV53677,747,1,1068.0,7000
PRV53677,811,1,1068.0,8000
PRV53677,855,1,1068.0,12000
PRV53677,887,1,1068.0,7000
PRV53677,894,1,1068.0,3000
PRV53677,918,1,1068.0,15000
PRV53677,946,1,1068.0,27000
PRV53677,950,3,3204.0,52000
PRV53677,OTH,1,1068.0,4000
PRV53683,262,1,1068.0,11000
PRV53683,289,1,1068.0,24000
PRV53692,000,1,1068.0,0
PRV53692,012,1,1068.0,57000
PRV53692,024,1,1068.0,7000
PRV53692,029,1,1068.0,4000
PRV53692,034,1,1068.0,18000
PRV53692,040,1,1068.0,4000
PRV53692,056,1,1068.0,5000
PRV53692,061,1,1068.0,7000
PRV53692,062,1,1068.0,12000
PRV53692,070,1,1068.0,14000
PRV53692,082,1,1068.0,9000
PRV53692,090,1,1068.0,3000
PRV53692,094,1,1068.0,400
PRV53692,097,1,0.0,0
PRV53692,103,1,1068.0,6000
PRV53692,163,2,2136.0,12000
PRV53692,164,2,2136.0,20000
PRV53692,166,1,1068.0,0
PRV53692,167,1,1068.0,4000
PRV53692,175,1,1068.0,7000
PRV53692,177,1,1068.0,5000
PRV53692,180,2,2136.0,34000
PRV53692,183,1,1068.0,6000
PRV53692,184,1,1068.0,10000
PRV53692,185,1,1068.0,10000
PRV53692,186,1,1068.0,7000
PRV53692,192,1,1068.0,9000
PRV53692,193,1,1068.0,8000
PRV53692,201,1,1068.0,8000
PRV53692,202,1,1068.0,7000
PRV53692,207,1,1068.0,7000
PRV53692,208,1,1068.0,3000
PRV53692,216,2,2136.0,27000
PRV53692,217,1,1068.0,8000
PRV53692,218,1,1068.0,3000
PRV53692,220,3,3204.0,21000
PRV53692,223,1,1068.0,13000
PRV53692,225,1,1068.0,11000
PRV53692,226,2,2136.0,10000
PRV53692,227,2,2136.0,15000
PRV53692,228,1,1068.0,50000
PRV53692,229,1,1068.0,13000
PRV53692,230,1,1068.0,7000
PRV53692,234,1,1068.0,4000
PRV53692,238,1,1068.0,7000
PRV53692,239,1,0.0,2000
PRV53692,240,1,1068.0,6000
PRV53692,241,1,1068.0,20000
PRV53692,245,1,1068.0,6000
PRV53692,246,1,1068.0,2000
PRV53692,247,1,1068.0,7000
PRV53692,248,1,1068.0,7000
PRV53692,250,1,1068.0,5000
PRV53692,251,1,1068.0,8000
PRV53692,252,1,1068.0,3000
PRV53692,254,1,1068.0,4000
PRV53692,258,1,1068.0,8000
PRV53692,260,1,1068.0,6000
PRV53692,262,1,1068.0,10000
PRV53692,284,1,1068.0,38000
PRV53692,289,1,1068.0,4000
PRV53692,300,2,2136.0,15000
PRV53692,302,1,1068.0,6000
PRV53692,304,1,0.0,33000
PRV53692,316,2,2136.0,8000
PRV53692,327,1,1068.0,7000
PRV53692,339,1,1068.0,4000
PRV53692,342,1,1068.0,4000
PRV53692,355,2,2136.0,20000
PRV53692,358,1,1068.0,3000
PRV53692,369,1,1068.0,16000
PRV53692,370,1,1068.0,7000
PRV53692,377,1,1068.0,0
PRV53692,378,1,1068.0,3000
PRV53692,392,1,1068.0,19000
PRV53692,393,1,1068.0,9000
PRV53692,441,1,0.0,8000
PRV53692,453,1,1068.0,0
PRV53692,455,1,1068.0,5000
PRV53692,458,1,1068.0,13000
PRV53692,466,1,1068.0,19000
PRV53692,485,1,1068.0,3000
PRV53692,488,1,1068.0,11000
PRV53692,492,2,2136.0,13000
PRV53692,500,1,1068.0,4000
PRV53692,506,1,1068.0,24000
PRV53692,543,1,1068.0,13000
PRV53692,554,1,1068.0,7000
PRV53692,560,2,2136.0,21000
PRV53692,563,1,1068.0,17000
PRV53692,566,1,1068.0,14000
PRV53692,577,1,1068.0,29000
PRV53692,614,1,1068.0,6000
PRV53692,616,1,0.0,3000
PRV53692,617,1,1068.0,6000
PRV53692,618,1,1068.0,5000
PRV53692,622,2,1068.0,11000
PRV53692,652,2,2136.0,11000
PRV53692,653,2,2136.0,10000
PRV53692,656,1,0.0,9000
PRV53692,659,1,1068.0,4000
PRV53692,685,1,1068.0,18000
PRV53692,689,1,1068.0,18000
PRV53692,698,1,1068.0,29000
PRV53692,722,1,1068.0,5000
PRV53692,735,1,1068.0,5000
PRV53692,743,1,1068.0,6000
PRV53692,746,1,1068.0,8000
PRV53692,800,1,1068.0,4000
PRV53692,809,1,1068.0,4000
PRV53692,812,2,2136.0,13000
PRV53692,815,1,1068.0,2000
PRV53692,853,1,1068.0,12000
PRV53692,858,3,3204.0,36000
PRV53692,863,1,1068.0,8000
PRV53692,882,1,1068.0,2000
PRV53692,883,1,1068.0,15000
PRV53692,884,1,1068.0,4000
PRV53692,885,1,1068.0,6000
PRV53692,894,1,1068.0,2000
PRV53692,939,1,1068.0,9000
PRV53692,945,1,1068.0,10000
PRV53692,947,1,1068.0,24000
PRV53692,948,1,0.0,41000
PRV53692,981,1,1068.0,27000
PRV53692,986,1,1068.0,10000
PRV53692,OTH,1,1068.0,0
PRV53697,005,1,1068.0,57000
PRV53697,020,1,1068.0,4000
PRV53697,025,1,1068.0,3000
PRV53697,053,1,1068.0,12000
PRV53697,078,1,1068.0,23000
PRV53697,091,1,1068.0,5000
PRV53697,093,1,1068.0,11000
PRV53697,097,1,1068.0,8000
PRV53697,159,1,1068.0,2000
PRV53697,163,1,1068.0,13000
PRV53697,177,1,1068.0,8000
PRV53697,180,1,1068.0,5000
PRV53697,181,2,2136.0,38000
PRV53697,183,1,1068.0,7000
PRV53697,184,1,1068.0,9000
PRV53697,196,1,1068.0,5000
PRV53697,202,2,2136.0,65000
PRV53697,204,1,1068.0,9000
PRV53697,215,1,1068.0,12000
PRV53697,226,1,1068.0,14000
PRV53697,228,1,1068.0,15000
PRV53697,229,1,1068.0,7000
PRV53697,236,1,1068.0,16000
PRV53697,241,1,1068.0,7000
PRV53697,243,1,1068.0,7000
PRV53697,260,1,1068.0,3000
PRV53697,283,1,1068.0,4000
PRV53697,286,1,1068.0,17000
PRV53697,289,1,1068.0,3000
PRV53697,293,1,1068.0,11000
PRV53697,297,1,1068.0,10000
PRV53697,299,1,1068.0,3000
PRV53697,312,1,1068.0,2000
PRV53697,333,1,1068.0,9000
PRV53697,348,1,1068.0,20000
PRV53697,354,1,1068.0,11000
PRV53697,357,1,1068.0,11000
PRV53697,368,1,1068.0,13000
PRV53697,387,1,1068.0,5000
PRV53697,414,1,1068.0,8000
PRV53697,458,1,1068.0,72000
PRV53697,459,1,1068.0,24000
PRV53697,480,2,2136.0,25000
PRV53697,484,1,1068.0,5000
PRV53697,510,1,1068.0,25000
PRV53697,512,1,1068.0,11000
PRV53697,533,1,1068.0,14000
PRV53697,548,1,1068.0,4000
PRV53697,556,1,1068.0,12000
PRV53697,585,1,1068.0,4000
PRV53697,596,1,1068.0,4000
PRV53697,603,1,1068.0,9000
PRV53697,617,1,1068.0,0
PRV53697,645,1,1068.0,5000
PRV53697,662,1,1068.0,4000
PRV53697,675,1,1068.0,5000
PRV53697,686,1,1068.0,3000
PRV53697,729,1,1068.0,14000
PRV53697,855,1,1068.0,10000
PRV53697,869,1,1068.0,14000
PRV53697,871,1,1068.0,8000
PRV53697,881,1,1068.0,42000
PRV53697,896,1,1068.0,7000
PRV53697,897,1,1068.0,22000
PRV53697,902,1,1068.0,4000
PRV53697,949,1,1068.0,3000
PRV53697,988,1,1068.0,26000
PRV53697,OTH,1,1068.0,0
PRV53699,185,1,1068.0,8000
PRV53699,809,1,1068.0,10000
PRV53705,036,1,1068.0,17000
PRV53705,224,1,1068.0,5000
PRV53705,348,1,1068.0,600
PRV53705,444,1,1068.0,10000
PRV53706,000,1,1068.0,0
PRV53706,013,1,1068.0,57000
PRV53706,020,1,1068.0,8000
PRV53706,021,1,1068.0,19000
PRV53706,029,1,1068.0,11000
PRV53706,030,1,1068.0,6000
PRV53706,032,1,1068.0,5000
PRV53706,037,2,2136.0,30000
PRV53706,040,1,1068.0,2000
PRV53706,041,1,1068.0,5000
PRV53706,042,1,1068.0,3000
PRV53706,058,1,1068.0,8000
PRV53706,063,1,1068.0,7000
PRV53706,064,1,1068.0,8000
PRV53706,066,1,1068.0,3000
PRV53706,067,1,1068.0,7000
PRV53706,068,2,2136.0,13000
PRV53706,070,1,1068.0,5000
PRV53706,076,1,1068.0,4000
PRV53706,077,1,1068.0,9000
PRV53706,084,1,1068.0,6000
PRV53706,095,1,1068.0,36000
PRV53706,101,1,1068.0,5000
PRV53706,132,1,1068.0,45000
PRV53706,153,1,1068.0,12000
PRV53706,163,1,1068.0,7000
PRV53706,164,1,0.0,37000
PRV53706,165,2,2136.0,15000
PRV53706,166,1,1068.0,7000
PRV53706,167,1,1068.0,3000
PRV53706,168,2,2136.0,41000
PRV53706,176,2,2136.0,13000
PRV53706,177,1,1068.0,4000
PRV53706,178,1,1068.0,7000
PRV53706,179,1,1068.0,7000
PRV53706,183,2,2136.0,9000
PRV53706,184,2,2136.0,24000
PRV53706,186,2,2136.0,11000
PRV53706,187,1,1068.0,6000
PRV53706,188,2,2136.0,17000
PRV53706,190,1,1068.0,0
PRV53706,192,1,1068.0,4000
PRV53706,193,1,1068.0,11000
PRV53706,196,2,2136.0,15000
PRV53706,198,1,1068.0,11000
PRV53706,199,2,2136.0,8000
PRV53706,201,2,2136.0,17000
PRV53706,202,2,2136.0,14000
PRV53706,203,1,1068.0,7000
PRV53706,204,1,1068.0,3000
PRV53706,205,1,1068.0,6000
PRV53706,215,2,2136.0,12000
PRV53706,217,1,1068.0,3000
PRV53706,224,1,1068.0,24000
PRV53706,226,1,1068.0,5000
PRV53706,228,2,2136.0,10000
PRV53706,229,1,1068.0,10000
PRV53706,231,1,1068.0,6000
PRV53706,233,2,2136.0,127000
PRV53706,235,1,1068.0,16000
PRV53706,239,1,1068.0,15000
PRV53706,240,2,2136.0,20000
PRV53706,241,4,4272.0,31000
PRV53706,245,3,3204.0,40000
PRV53706,246,1,1068.0,7000
PRV53706,248,1,1068.0,25000
PRV53706,249,2,2136.0,14000
PRV53706,251,1,1068.0,8000
PRV53706,253,1,1068.0,8000
PRV53706,254,1,1068.0,11000
PRV53706,255,1,1068.0,4000
PRV53706,263,1,1068.0,0
PRV53706,264,3,3204.0,18000
PRV53706,280,1,1068.0,4000
PRV53706,282,2,2136.0,7000
PRV53706,285,1,1068.0,4000
PRV53706,286,1,1068.0,117000
PRV53706,289,1,1068.0,10000
PRV53706,292,1,1068.0,13000
PRV53706,293,1,1068.0,2000
PRV53706,295,1,1068.0,12000
PRV53706,297,1,1068.0,10000
PRV53706,299,1,1068.0,5000
PRV53706,301,2,2136.0,29000
PRV53706,303,2,2136.0,15000
PRV53706,304,1,1068.0,3000
PRV53706,305,1,1068.0,12000
PRV53706,311,1,1068.0,4000
PRV53706,312,1,1068.0,9000
PRV53706,313,1,1068.0,28000
PRV53706,339,1,1068.0,14000
PRV53706,340,1,1068.0,7000
PRV53706,342,1,1068.0,7000
PRV53706,343,1,1068.0,4000
PRV53706,345,1,1068.0,3000
PRV53706,349,2,2136.0,11000
PRV53706,350,1,1068.0,5000
PRV53706,351,1,1068.0,4000
PRV53706,352,2,2136.0,13000
PRV53706,355,1,1068.0,0
PRV53706,378,2,2136.0,29000
PRV53706,381,1,1068.0,7000
PRV53706,384,1,1068.0,4000
PRV53706,385,1,1068.0,23000
PRV53706,386,1,1068.0,13000
PRV53706,387,1,1068.0,33000
PRV53706,388,1,0.0,6000
PRV53706,390,1,1068.0,5000
PRV53706,392,1,1068.0,2000
PRV53706,393,1,1068.0,4000
PRV53706,394,1,1068.0,42000
PRV53706,409,1,1068.0,12000
PRV53706,414,1,1068.0,10000
PRV53706,419,1,1068.0,13000
PRV53706,421,1,1068.0,5000
PRV53706,424,1,1068.0,9000
PRV53706,435,1,1068.0,14000
PRV53706,442,1,1068.0,6000
PRV53706,455,1,1068.0,5000
PRV53706,456,1,1068.0,13000
PRV53706,457,1,1068.0,11000
PRV53706,460,1,1068.0,11000
PRV53706,461,1,1068.0,4000
PRV53706,464,1,1068.0,10000
PRV53706,467,1,1068.0,10000
PRV53706,469,1,1068.0,3000
PRV53706,471,1,1068.0,6000
PRV53706,473,1,1068.0,9000
PRV53706,478,1,1068.0,10000
PRV53706,482,2,2136.0,14000
PRV53706,484,2,2136.0,16000
PRV53706,489,1,1068.0,12000
PRV53706,494,1,1068.0,13000
PRV53706,495,1,1068.0,11000
PRV53706,498,1,1068.0,49000
PRV53706,500,1,1068.0,14000
PRV53706,501,2,2136.0,13000
PRV53706,505,1,1068.0,1000
PRV53706,508,1,1068.0,10000
PRV53706,509,1,1068.0,10000
PRV53706,513,2,1068.0,19000
PRV53706,535,1,1068.0,9000
PRV53706,536,1,1068.0,21000
PRV53706,547,1,1068.0,9000
PRV53706,551,1,1068.0,9000
PRV53706,552,1,1068.0,2000
PRV53706,553,1,1068.0,4000
PRV53706,554,1,1068.0,4000
PRV53706,555,2,2136.0,34000
PRV53706,556,1,1068.0,17000
PRV53706,559,1,1068.0,10000
PRV53706,560,1,1068.0,4000
PRV53706,564,1,1068.0,13000
PRV53706,566,1,1068.0,10000
PRV53706,574,1,1068.0,4000
PRV53706,577,1,1068.0,3000
PRV53706,579,2,2136.0,23000
PRV53706,580,1,1068.0,7000
PRV53706,581,1,1068.0,3000
PRV53706,583,1,1068.0,6000
PRV53706,618,1,1068.0,6000
PRV53706,622,1,1068.0,2000
PRV53706,623,1,1068.0,4000
PRV53706,626,1,1068.0,10000
PRV53706,629,1,1068.0,8000
PRV53706,637,2,2136.0,14000
PRV53706,639,2,2136.0,8000
PRV53706,642,1,1068.0,5000
PRV53706,644,1,1068.0,3000
PRV53706,659,1,1068.0,5000
PRV53706,662,1,1068.0,3000
PRV53706,664,1,1068.0,13000
PRV53706,665,1,1068.0,3000
PRV53706,666,1,1068.0,0
PRV53706,667,1,1068.0,7000
PRV53706,669,1,1068.0,11000
PRV53706,671,1,1068.0,5000
PRV53706,673,1,1068.0,4000
PRV53706,685,1,1068.0,3000
PRV53706,689,1,1068.0,13000
PRV53706,693,1,1068.0,6000
PRV53706,694,2,2136.0,26000
PRV53706,710,1,1068.0,4000
PRV53706,723,2,2136.0,11000
PRV53706,727,1,1068.0,3000
PRV53706,748,1,1068.0,4000
PRV53706,750,1,1068.0,5000
PRV53706,801,1,1068.0,3000
PRV53706,803,1,1068.0,11000
PRV53706,804,1,1068.0,6000
PRV53706,810,1,1068.0,4000
PRV53706,811,1,1068.0,3000
PRV53706,813,1,1068.0,4000
PRV53706,814,1,1068.0,5000
PRV53706,820,1,1068.0,0
PRV53706,821,1,1068.0,3000
PRV53706,828,1,1068.0,22000
PRV53706,835,1,1068.0,7000
PRV53706,846,1,1068.0,15000
PRV53706,853,1,1068.0,10000
PRV53706,857,1,1068.0,33000
PRV53706,862,1,1068.0,3000
PRV53706,863,1,1068.0,11000
PRV53706,864,4,4272.0,52000
PRV53706,866,1,1068.0,8000
PRV53706,867,1,1068.0,15000
PRV53706,868,2,2136.0,33000
PRV53706,869,1,1068.0,10000
PRV53706,870,2,2136.0,10000
PRV53706,880,2,2136.0,7000
PRV53706,881,1,1068.0,6000
PRV53706,882,2,1068.0,7000
PRV53706,884,3,3204.0,15000
PRV53706,885,2,2136.0,19000
PRV53706,886,1,1068.0,2000
PRV53706,887,1,1068.0,4000
PRV53706,895,3,3204.0,11000
PRV53706,920,1,1068.0,4000
PRV53706,940,1,1068.0,29000
PRV53706,948,1,1068.0,7000
PRV53706,949,3,3204.0,48000
PRV53706,950,1,1068.0,21000
PRV53706,951,1,1068.0,5000
PRV53706,970,2,2136.0,18000
PRV53706,981,1,1068.0,32000
PRV53706,OTH,1,1068.0,0
PRV53710,074,1,1068.0,5000
PRV53710,094,1,1068.0,6000
PRV53710,096,1,1068.0,5000
PRV53710,134,1,1068.0,3000
PRV53710,176,1,1068.0,3000
PRV53710,182,2,2136.0,12000
PRV53710,184,1,1068.0,9000
PRV53710,185,1,1068.0,0
PRV53710,188,1,1068.0,12000
PRV53710,215,1,1068.0,12000
PRV53710,218,1,1068.0,3000
PRV53710,224,1,1068.0,2000
PRV53710,231,1,1068.0,7000
PRV53710,255,1,1068.0,14000
PRV53710,284,1,1068.0,12000
PRV53710,290,1,1068.0,7000
PRV53710,291,1,1068.0,7000
PRV53710,293,1,1068.0,11000
PRV53710,299,1,1068.0,10000
PRV53710,303,1,1068.0,27000
PRV53710,305,1,1068.0,12000
PRV53710,309,1,1068.0,13000
PRV53710,311,1,1068.0,5000
PRV53710,349,1,1068.0,5000
PRV53710,386,1,1068.0,4000
PRV53710,454,1,1068.0,7000
PRV53710,482,1,1068.0,3000
PRV53710,552,1,1068.0,18000
PRV53710,553,1,1068.0,11000
PRV53710,556,1,1068.0,20000
PRV53710,557,1,1068.0,8000
PRV53710,563,1,1068.0,11000
PRV53710,582,1,1068.0,4000
PRV53710,584,1,1068.0,3000
PRV53710,597,1,1068.0,3000
PRV53710,605,1,1068.0,10000
PRV53710,630,1,1068.0,2000
PRV53710,663,1,1068.0,12000
PRV53710,672,1,1068.0,6000
PRV53710,687,1,1068.0,3000
PRV53710,691,1,1068.0,3000
PRV53710,693,1,1068.0,6000
PRV53710,758,1,1068.0,4000
PRV53710,816,1,0.0,6000
PRV53710,854,1,1068.0,10000
PRV53710,857,2,2136.0,22000
PRV53710,865,1,1068.0,20000
PRV53710,869,1,1068.0,8000
PRV53710,871,1,1068.0,9000
PRV53710,883,1,1068.0,8000
PRV53710,895,1,1068.0,2000
PRV53710,906,1,1068.0,6000
PRV53710,917,1,1068.0,24000
PRV53710,939,1,1068.0,20000
PRV53710,946,1,1068.0,12000
PRV53710,999,1,1068.0,47000
PRV53712,003,1,1068.0,48000
PRV53712,026,1,1068.0,3000
PRV53712,031,1,1068.0,11000
PRV53712,040,1,1068.0,16000
PRV53712,057,2,2136.0,7000
PRV53712,061,1,1068.0,4000
PRV53712,084,1,1068.0,3000
PRV53712,091,1,1068.0,41000
PRV53712,093,1,1068.0,20000
PRV53712,096,1,1068.0,41000
PRV53712,097,1,1068.0,7000
PRV53712,163,3,3204.0,39000
PRV53712,176,1,1068.0,5000
PRV53712,180,2,2136.0,16000
PRV53712,182,1,1068.0,15000
PRV53712,186,1,1068.0,5000
PRV53712,188,1,1068.0,4000
PRV53712,192,1,1068.0,4000
PRV53712,194,1,1068.0,3000
PRV53712,197,1,0.0,6000
PRV53712,198,1,1068.0,6000
PRV53712,200,1,1068.0,41000
PRV53712,202,1,1068.0,11000
PRV53712,203,1,1068.0,14000
PRV53712,205,1,1068.0,3000
PRV53712,207,1,1068.0,32000
PRV53712,215,1,1068.0,6000
PRV53712,218,1,1068.0,34000
PRV53712,220,2,2136.0,17000
PRV53712,221,1,1068.0,20000
PRV53712,224,1,1068.0,4000
PRV53712,225,1,1068.0,5000
PRV53712,227,1,1068.0,47000
PRV53712,228,2,2136.0,10000
PRV53712,231,1,1068.0,5000
PRV53712,233,1,1068.0,7000
PRV53712,234,2,2136.0,20000
PRV53712,243,1,1068.0,21000
PRV53712,247,1,1068.0,30000
PRV53712,248,1,1068.0,7000
PRV53712,250,1,1068.0,5000
PRV53712,251,1,1068.0,2000
PRV53712,254,1,1068.0,4000
PRV53712,256,1,1068.0,3000
PRV53712,258,1,1068.0,10000
PRV53712,281,2,2136.0,18500
PRV53712,285,1,1068.0,57000
PRV53712,292,1,1068.0,0
PRV53712,293,1,1068.0,11000
PRV53712,299,1,1068.0,2000
PRV53712,304,1,1068.0,2000
PRV53712,307,1,1068.0,9000
PRV53712,310,1,1068.0,57000
PRV53712,328,1,1068.0,5000
PRV53712,333,1,1068.0,5000
PRV53712,339,1,1068.0,22000
PRV53712,341,1,1068.0,18000
PRV53712,345,1,1068.0,10000
PRV53712,349,2,2136.0,49000
PRV53712,356,1,1068.0,5000
PRV53712,358,1,1068.0,30000
PRV53712,371,1,1068.0,3000
PRV53712,373,1,1068.0,6000
PRV53712,383,1,1068.0,3000
PRV53712,385,1,1068.0,13000
PRV53712,388,1,1068.0,5000
PRV53712,392,1,1068.0,12000
PRV53712,407,1,1068.0,9000
PRV53712,413,1,1068.0,8000
PRV53712,418,1,1068.0,8000
PRV53712,420,1,1068.0,3000
PRV53712,437,1,1068.0,7000
PRV53712,444,1,1068.0,7000
PRV53712,453,1,1068.0,10000
PRV53712,455,1,1068.0,36000
PRV53712,459,1,1068.0,16000
PRV53712,464,1,1068.0,3000
PRV53712,466,1,1068.0,2000
PRV53712,467,1,1068.0,17000
PRV53712,477,1,1068.0,15000
PRV53712,479,1,1068.0,10000
PRV53712,480,1,1068.0,25000
PRV53712,481,1,1068.0,0
PRV53712,482,1,1068.0,15000
PRV53712,490,1,1068.0,3000
PRV53712,494,1,1068.0,7000
PRV53712,497,1,1068.0,10000
PRV53712,505,1,1068.0,12000
PRV53712,506,1,1068.0,11000
PRV53712,509,1,1068.0,25000
PRV53712,511,1,1068.0,22000
PRV53712,513,1,1068.0,5000
PRV53712,514,1,1068.0,10000
PRV53712,534,1,1068.0,19000
PRV53712,535,1,1068.0,2000
PRV53712,543,1,1068.0,9000
PRV53712,548,1,1068.0,11000
PRV53712,576,1,1068.0,9000
PRV53712,596,2,2136.0,49000
PRV53712,616,1,1068.0,4000
PRV53712,622,1,1068.0,10000
PRV53712,624,1,1068.0,2000
PRV53712,629,1,1068.0,10000
PRV53712,645,1,1068.0,11000
PRV53712,652,2,2136.0,33000
PRV53712,659,1,1068.0,4000
PRV53712,666,1,1068.0,11000
PRV53712,672,1,1068.0,6000
PRV53712,674,1,1068.0,7000
PRV53712,682,1,1068.0,8000
PRV53712,683,1,1068.0,4000
PRV53712,694,1,1068.0,8000
PRV53712,696,1,1068.0,17000
PRV53712,697,1,1068.0,9000
PRV53712,712,1,1068.0,4000
PRV53712,724,1,1068.0,7000
PRV53712,737,1,1068.0,4000
PRV53712,754,1,1068.0,8000
PRV53712,761,1,1068.0,10000
PRV53712,777,1,1068.0,2000
PRV53712,809,1,1068.0,4000
PRV53712,816,2,2136.0,12000
PRV53712,849,1,1068.0,5000
PRV53712,854,1,1068.0,4000
PRV53712,856,1,1068.0,10000
PRV53712,857,2,2136.0,13000
PRV53712,858,1,1068.0,5000
PRV53712,862,1,1068.0,19000
PRV53712,863,1,1068.0,9000
PRV53712,868,1,1068.0,10000
PRV53712,882,1,1068.0,13000
PRV53712,884,2,2136.0,16000
PRV53712,886,1,1068.0,2000
PRV53712,887,1,1068.0,8000
PRV53712,894,1,1068.0,5000
PRV53712,903,1,1068.0,25000
PRV53712,905,1,1068.0,9000
PRV53712,923,1,1068.0,4000
PRV53712,939,1,1068.0,27000
PRV53712,941,1,1068.0,10000
PRV53712,946,1,1068.0,6000
PRV53712,949,2,2136.0,17000
PRV53712,951,2,2136.0,37000
PRV53712,984,1,1068.0,11000
PRV53712,OTH,1,1068.0,0
PRV53746,069,1,1068.0,7000
PRV53746,606,1,1068.0,5000
PRV53746,643,1,1068.0,0
PRV53746,694,1,1068.0,9000
PRV53746,740,1,1068.0,4000
PRV53746,855,1,1068.0,10000
PRV53749,035,1,1068.0,15000
PRV53749,059,1,1068.0,4000
PRV53749,071,1,1068.0,4000
PRV53749,091,1,1068.0,12000
PRV53749,131,1,1068.0,4000
PRV53749,153,1,1068.0,4000
PRV53749,177,1,1068.0,4000
PRV53749,191,1,1068.0,10000
PRV53749,204,1,1068.0,6000
PRV53749,254,1,1068.0,13000
PRV53749,256,1,1068.0,7000
PRV53749,259,1,1068.0,4000
PRV53749,297,1,1068.0,17000
PRV53749,488,1,1068.0,13000
PRV53749,512,1,1068.0,11000
PRV53749,548,1,1068.0,4000
PRV53749,593,1,1068.0,8000
PRV53749,614,2,2136.0,31000
PRV53749,670,1,1068.0,7000
PRV53749,811,1,1068.0,3000
PRV53749,854,1,1068.0,15000
PRV53749,882,1,1068.0,32000
PRV53749,948,1,0.0,3000
PRV53750,165,1,1068.0,7000
PRV53757,343,1,1068.0,23000
PRV53762,020,1,1068.0,4000
PRV53762,026,1,1068.0,0
PRV53762,033,1,1068.0,7000
PRV53762,038,1,1068.0,4000
PRV53762,053,1,1068.0,9000
PRV53762,055,1,1068.0,6000
PRV53762,060,1,1068.0,6000
