Provider,ClmProcedureCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PRV54675,7052.0,1,1068.0,38000
PRV54675,7904.0,1,1068.0,5000
PRV54675,7906.0,1,1068.0,14000
PRV54675,7935.0,1,1068.0,15000
PRV54675,8151.0,1,1068.0,35000
PRV54675,8152.0,1,1068.0,12000
PRV54675,8154.0,2,2136.0,25000
PRV54675,8166.0,1,1068.0,11000
PRV54675,8622.0,1,1068.0,12000
PRV54675,8628.0,1,1068.0,15000
PRV54675,9072.0,1,1068.0,6000
PRV54675,9672.0,1,1068.0,47000
PRV54675,9904.0,3,3204.0,16000
PRV54676,66.0,1,1068.0,13000
PRV54676,881.0,1,1068.0,5000
PRV54676,2724.0,2,2136.0,23000
PRV54676,3491.0,1,1068.0,12000
PRV54676,3722.0,2,2136.0,49000
PRV54676,3893.0,2,1068.0,16000
PRV54676,4019.0,1,1068.0,10000
PRV54676,4311.0,1,1068.0,13000
PRV54676,4439.0,1,1068.0,13000
PRV54676,4461.0,1,0.0,5000
PRV54676,4513.0,2,2136.0,6000
PRV54676,4871.0,1,1068.0,3000
PRV54676,5641.0,1,1068.0,10000
PRV54676,5791.0,1,1068.0,40000
PRV54676,5849.0,1,1068.0,11000
PRV54676,7935.0,1,1068.0,19000
PRV54676,8102.0,1,1068.0,14000
PRV54676,8151.0,2,2136.0,23000
PRV54676,8154.0,1,1068.0,10000
PRV54676,8659.0,1,1068.0,5000
PRV54676,8801.0,1,1068.0,11000
PRV54676,8842.0,1,1068.0,4000
PRV54676,9390.0,1,1068.0,5000
PRV54676,9604.0,1,1068.0,8000
PRV54676,9671.0,1,1068.0,14000
PRV54676,9904.0,3,3204.0,24000
PRV54679,3491.0,1,1068.0,7000
PRV54680,66.0,2,2136.0,20000
PRV54680,2724.0,2,2136.0,20000
PRV54680,3772.0,1,1068.0,11000
PRV54680,4019.0,2,2136.0,20000
PRV54680,4239.0,1,1068.0,57000
PRV54680,4240.0,1,1068.0,32000
PRV54680,5123.0,1,1068.0,18000
PRV54680,5185.0,1,1068.0,57000
PRV54680,5491.0,1,1068.0,12000
PRV54680,5551.0,1,1068.0,57000
PRV54680,5845.0,1,1068.0,12000
PRV54680,8154.0,2,2136.0,13000
PRV54680,8321.0,1,1068.0,25000
PRV54680,9390.0,1,1068.0,6000
PRV54680,9904.0,1,1068.0,5000
PRV54680,9971.0,2,2136.0,50000
PRV54682,309.0,1,1068.0,4000
PRV54682,4542.0,1,1068.0,5000
PRV54682,5123.0,1,1068.0,7000
PRV54682,8801.0,1,1068.0,9000
PRV54686,311.0,1,1068.0,7000
PRV54686,2763.0,1,1068.0,13000
PRV54686,3404.0,1,1068.0,7000
PRV54686,3893.0,1,1068.0,7000
PRV54686,4542.0,1,1068.0,7000
PRV54686,8151.0,1,1068.0,10000
PRV54686,9462.0,1,1068.0,9000
PRV54686,9671.0,1,1068.0,13000
PRV54688,50.0,1,1068.0,81000
PRV54688,2761.0,1,1068.0,9000
PRV54688,3893.0,1,1068.0,4000
PRV54688,4023.0,1,1068.0,9000
PRV54688,8724.0,1,1068.0,6000
PRV54688,9462.0,1,1068.0,0
PRV54688,9604.0,1,1068.0,3000
PRV54688,9905.0,1,1068.0,10000
PRV54691,3893.0,1,1068.0,8000
PRV54692,131.0,1,1068.0,16000
PRV54692,331.0,1,1068.0,20000
PRV54692,605.0,1,1068.0,5000
PRV54692,2724.0,1,1068.0,19000
PRV54692,2761.0,1,1068.0,7000
PRV54692,2762.0,1,1068.0,19000
PRV54692,3324.0,1,1068.0,5000
PRV54692,3722.0,1,1068.0,6000
PRV54692,3893.0,1,1068.0,4000
PRV54692,3950.0,1,1068.0,51000
PRV54692,3995.0,1,1068.0,12000
PRV54692,4019.0,2,2136.0,35000
PRV54692,4311.0,1,1068.0,6000
PRV54692,4516.0,1,1068.0,3000
PRV54692,5371.0,1,1068.0,32000
PRV54692,5523.0,1,1068.0,4000
PRV54692,5849.0,2,2136.0,12000
PRV54692,6029.0,1,1068.0,3000
PRV54692,6869.0,1,1068.0,7000
PRV54692,7993.0,2,2136.0,38000
PRV54692,8108.0,1,1068.0,19000
PRV54692,8154.0,1,1068.0,13000
PRV54692,8872.0,1,1068.0,4000
PRV54692,9399.0,1,1068.0,5000
PRV54692,9462.0,1,1068.0,3000
PRV54692,9904.0,1,1068.0,4000
PRV54693,403.0,1,1068.0,11000
PRV54693,4019.0,1,1068.0,11000
PRV54696,496.0,1,1068.0,50000
PRV54696,532.0,1,1068.0,9000
PRV54696,4573.0,1,1068.0,50000
PRV54696,7830.0,1,1068.0,9000
PRV54696,8321.0,1,1068.0,43000
PRV54697,3423.0,1,1068.0,10000
PRV54705,66.0,1,1068.0,8000
PRV54705,4019.0,1,1068.0,8000
PRV54705,4059.0,1,1068.0,11000
PRV54705,5491.0,1,1068.0,9000
PRV54705,8877.0,1,1068.0,19000
PRV54705,8891.0,1,1068.0,6000
PRV54705,9904.0,2,2136.0,5000
PRV54718,66.0,1,1068.0,16000
PRV54718,2724.0,1,1068.0,16000
PRV54718,3452.0,1,1068.0,48000
PRV54718,3615.0,1,1068.0,57000
PRV54718,3893.0,2,2136.0,14000
PRV54718,4019.0,3,3204.0,28000
PRV54718,4233.0,1,1068.0,7000
PRV54718,4516.0,1,1068.0,4000
PRV54718,7749.0,1,1068.0,17000
PRV54718,7830.0,1,1068.0,1000
PRV54718,7935.0,1,1068.0,9000
PRV54718,8154.0,2,2136.0,22000
PRV54718,8703.0,1,1068.0,5000
PRV54718,8751.0,1,1068.0,1000
PRV54718,8945.0,1,1068.0,5000
PRV54718,8959.0,1,1068.0,5000
PRV54718,9608.0,1,1068.0,10000
PRV54720,66.0,1,1068.0,10000
PRV54720,570.0,1,1068.0,27000
PRV54720,3512.0,1,1068.0,27000
PRV54720,4019.0,1,1068.0,10000
PRV54720,5184.0,1,1068.0,27000
PRV54720,5794.0,1,1068.0,12000
PRV54720,8108.0,1,1068.0,22000
PRV54720,8154.0,1,1068.0,10000
PRV54720,8165.0,1,0.0,25000
PRV54724,66.0,3,3204.0,56000
PRV54724,331.0,1,1068.0,4000
PRV54724,387.0,1,1068.0,24000
PRV54724,843.0,1,1068.0,6000
PRV54724,863.0,1,1068.0,5000
PRV54724,2724.0,1,1068.0,57000
PRV54724,2762.0,2,1068.0,18000
PRV54724,3327.0,1,1068.0,9000
PRV54724,3521.0,1,1068.0,57000
PRV54724,3614.0,1,1068.0,20000
PRV54724,3893.0,1,1068.0,3000
PRV54724,3995.0,1,1068.0,17000
PRV54724,4019.0,2,2136.0,66000
PRV54724,4414.0,1,1068.0,7000
PRV54724,4513.0,2,2136.0,23000
PRV54724,5293.0,1,1068.0,11000
PRV54724,5351.0,1,1068.0,8000
PRV54724,7749.0,1,1068.0,11000
PRV54724,7855.0,1,1068.0,9000
PRV54724,7935.0,2,2136.0,21000
PRV54724,8054.0,1,1068.0,9000
PRV54724,8106.0,1,1068.0,19000
PRV54724,8154.0,1,1068.0,12000
PRV54724,8543.0,1,1068.0,5000
PRV54724,8761.0,1,1068.0,7000
PRV54724,8838.0,1,1068.0,2000
PRV54724,8891.0,1,1068.0,9000
PRV54724,9390.0,3,2136.0,19000
PRV54724,9671.0,1,1068.0,12000
PRV54726,294.0,1,1068.0,22000
PRV54726,3722.0,1,1068.0,5000
PRV54728,4523.0,1,1068.0,4000
PRV54728,8741.0,1,1068.0,6000
PRV54735,387.0,1,1068.0,20000
PRV54735,7851.0,1,1068.0,3000
PRV54735,9205.0,1,1068.0,3000
PRV54735,9390.0,1,1068.0,4000
PRV54737,66.0,1,1068.0,23000
PRV54737,496.0,1,1068.0,42000
PRV54737,3723.0,1,1068.0,5000
PRV54737,4019.0,3,3204.0,47000
PRV54737,4439.0,1,1068.0,23000
PRV54737,4467.0,1,1068.0,42000
PRV54737,5451.0,1,1068.0,19000
PRV54737,5494.0,1,1068.0,18000
PRV54737,6823.0,1,1068.0,42000
PRV54737,7962.0,1,1068.0,18000
PRV54737,9974.0,1,1068.0,19000
PRV54739,66.0,2,2136.0,36000
PRV54739,311.0,1,1068.0,16000
PRV54739,2724.0,2,2136.0,22000
PRV54739,3481.0,1,1068.0,57000
PRV54739,3491.0,1,1068.0,6000
PRV54739,3521.0,2,2136.0,97000
PRV54739,3612.0,1,1068.0,35000
PRV54739,3812.0,1,1068.0,5000
PRV54739,3844.0,1,0.0,23000
PRV54739,3893.0,1,1068.0,17000
PRV54739,3950.0,1,1068.0,15000
PRV54739,3995.0,1,1068.0,10000
PRV54739,4019.0,2,2136.0,92000
PRV54739,4292.0,1,1068.0,11000
PRV54739,4319.0,1,1068.0,15000
PRV54739,5845.0,1,1068.0,57000
PRV54739,6859.0,1,1068.0,6000
PRV54739,8151.0,2,2136.0,25000
PRV54739,8339.0,1,1068.0,57000
PRV54739,8411.0,1,1068.0,16000
PRV54739,8627.0,1,1068.0,8000
PRV54739,9339.0,1,1068.0,21000
PRV54739,9394.0,1,1068.0,4000
PRV54739,9604.0,1,1068.0,8000
PRV54739,9607.0,1,1068.0,19000
PRV54739,9904.0,4,4272.0,42000
PRV54739,9907.0,1,1068.0,0
PRV54739,9919.0,1,1068.0,5000
PRV54739,9921.0,1,1068.0,11000
PRV54739,9952.0,1,1068.0,20000
PRV54739,9955.0,1,0.0,4000
PRV54742,64.0,1,1068.0,9000
PRV54742,66.0,5,5340.0,59000
PRV54742,80.0,1,1068.0,17000
PRV54742,311.0,3,3204.0,69000
PRV54742,331.0,1,1068.0,11000
PRV54742,605.0,1,1068.0,6000
PRV54742,1509.0,1,1068.0,23000
PRV54742,1735.0,1,1068.0,18000
PRV54742,2103.0,1,1068.0,4000
PRV54742,2724.0,3,3204.0,83000
PRV54742,2749.0,1,1068.0,3000
PRV54742,2753.0,1,1068.0,36000
PRV54742,2762.0,1,1068.0,7000
PRV54742,2763.0,1,1068.0,31000
PRV54742,3142.0,1,1068.0,7000
PRV54742,3229.0,1,1068.0,34000
PRV54742,3249.0,1,1068.0,16000
PRV54742,3324.0,3,3204.0,78000
PRV54742,3404.0,1,1068.0,44000
PRV54742,3491.0,2,2136.0,15000
PRV54742,3511.0,1,1068.0,43000
PRV54742,3521.0,1,1068.0,57000
PRV54742,3522.0,1,1068.0,30000
PRV54742,3612.0,1,1068.0,24000
PRV54742,3614.0,1,1068.0,31000
PRV54742,3721.0,1,1068.0,6000
PRV54742,3722.0,2,1068.0,13000
PRV54742,3772.0,1,1068.0,11000
PRV54742,3776.0,1,1068.0,15000
PRV54742,3797.0,1,1068.0,14000
PRV54742,3893.0,9,9612.0,119000
PRV54742,3895.0,1,1068.0,10000
PRV54742,3949.0,1,1068.0,21000
PRV54742,3950.0,1,1068.0,57000
PRV54742,3995.0,3,3204.0,32000
PRV54742,4019.0,10,10680.0,146000
PRV54742,4051.0,1,1068.0,8000
PRV54742,4139.0,1,1068.0,10000
PRV54742,4254.0,1,1068.0,57000
PRV54742,4264.0,1,1068.0,10000
PRV54742,4439.0,1,1068.0,5000
PRV54742,4443.0,1,1068.0,8000
PRV54742,4467.0,1,1068.0,23000
PRV54742,4513.0,1,1068.0,8000
PRV54742,4514.0,1,1068.0,10000
PRV54742,4516.0,4,4272.0,44000
PRV54742,4525.0,3,3204.0,38000
PRV54742,4542.0,1,1068.0,9000
PRV54742,4573.0,1,1068.0,30000
PRV54742,4610.0,1,1068.0,11000
PRV54742,4995.0,1,1068.0,13000
PRV54742,5123.0,1,1068.0,700
PRV54742,5185.0,2,2136.0,136000
PRV54742,5342.0,1,1068.0,10000
PRV54742,5361.0,2,2136.0,12000
PRV54742,5362.0,1,1068.0,7000
PRV54742,5491.0,1,1068.0,6000
PRV54742,5551.0,1,1068.0,17000
PRV54742,5582.0,1,1068.0,30000
PRV54742,5789.0,1,1068.0,9000
PRV54742,5794.0,1,1068.0,12000
PRV54742,5849.0,2,2136.0,15000
PRV54742,6849.0,1,1068.0,8000
PRV54742,7071.0,1,1068.0,22000
PRV54742,7109.0,1,1068.0,800
PRV54742,7745.0,1,1068.0,13000
PRV54742,7749.0,1,1068.0,11000
PRV54742,7767.0,1,1068.0,11000
PRV54742,7812.0,1,1068.0,5000
PRV54742,7904.0,1,1068.0,6000
PRV54742,7915.0,1,1068.0,17000
PRV54742,7931.0,1,1068.0,13000
PRV54742,7935.0,3,3204.0,23000
PRV54742,7936.0,1,1068.0,11000
PRV54742,7955.0,1,1068.0,10000
PRV54742,7966.0,1,1068.0,9000
PRV54742,8016.0,1,1068.0,16000
PRV54742,8039.0,1,1068.0,5000
PRV54742,8051.0,1,1068.0,9000
PRV54742,8105.0,1,1068.0,125000
PRV54742,8108.0,1,1068.0,36000
PRV54742,8112.0,1,1068.0,8000
PRV54742,8151.0,4,3204.0,64000
PRV54742,8152.0,4,4272.0,45000
PRV54742,8154.0,6,6408.0,71000
PRV54742,8191.0,2,2136.0,10000
PRV54742,8611.0,1,1068.0,20000
PRV54742,8628.0,1,1068.0,4000
PRV54742,8721.0,1,1068.0,2000
PRV54742,8838.0,1,1068.0,4000
PRV54742,8872.0,3,3204.0,18000
PRV54742,8937.0,1,1068.0,7000
PRV54742,9229.0,1,1068.0,3000
PRV54742,9339.0,1,1068.0,6000
PRV54742,9359.0,1,1068.0,5000
PRV54742,9390.0,2,2136.0,11000
PRV54742,9444.0,1,1068.0,3000
PRV54742,9462.0,1,1068.0,3000
PRV54742,9627.0,1,1068.0,7000
PRV54742,9671.0,1,1068.0,4000
PRV54742,9672.0,1,1068.0,57000
PRV54742,9751.0,1,1068.0,9000
PRV54742,9904.0,11,11748.0,61000
PRV54742,9915.0,1,1068.0,9000
PRV54742,9921.0,4,4272.0,36000
PRV54742,9955.0,1,1068.0,4000
PRV54742,9961.0,1,1068.0,7000
PRV54742,9971.0,2,2136.0,81000
PRV54742,9973.0,1,1068.0,34000
PRV54743,42.0,1,0.0,8000
PRV54743,496.0,1,1068.0,13000
PRV54743,3324.0,1,1068.0,9000
PRV54743,4041.0,1,1068.0,13000
PRV54743,8180.0,1,1068.0,18000
PRV54743,9339.0,1,1068.0,15000
PRV54743,9960.0,1,0.0,8000
PRV54745,2761.0,1,1068.0,3000
PRV54745,4019.0,1,1068.0,10000
PRV54745,5749.0,1,1068.0,12000
PRV54745,5849.0,1,1068.0,12000
PRV54745,8609.0,1,1068.0,5000
PRV54745,9671.0,1,1068.0,12000
PRV54745,9702.0,1,1068.0,10000
PRV54745,9904.0,1,1068.0,14000
PRV54745,9929.0,1,1068.0,3000
PRV54757,66.0,1,1068.0,13000
PRV54757,3326.0,1,1068.0,7000
PRV54757,3812.0,1,1068.0,5000
PRV54757,3893.0,1,1068.0,3000
PRV54757,3929.0,1,1068.0,11000
PRV54757,4019.0,1,1068.0,13000
PRV54757,4233.0,1,0.0,10000
PRV54757,7749.0,1,1068.0,8000
PRV54757,8744.0,1,1068.0,5000
PRV54757,9383.0,1,1068.0,2000
PRV54759,387.0,1,1068.0,15000
PRV54759,3950.0,1,1068.0,8000
PRV54759,5749.0,1,1068.0,5000
PRV54760,331.0,1,1068.0,2000
PRV54760,864.0,1,1068.0,6000
PRV54760,2724.0,1,1068.0,12000
PRV54760,3249.0,1,1068.0,38000
PRV54760,3722.0,1,1068.0,6000
PRV54760,3781.0,1,1068.0,11000
PRV54760,4254.0,1,1068.0,12000
PRV54760,4414.0,1,1068.0,38000
PRV54760,4464.0,1,1068.0,38000
PRV54760,4513.0,2,2136.0,19000
PRV54760,5733.0,1,1068.0,3000
PRV54760,6019.0,1,1068.0,3000
PRV54760,7788.0,1,1068.0,17000
PRV54760,7932.0,1,1068.0,5000
PRV54760,8151.0,1,1068.0,10000
PRV54760,8741.0,1,1068.0,3000
PRV54760,9904.0,2,2136.0,15000
PRV54764,387.0,1,1068.0,17000
PRV54764,2724.0,1,1068.0,5000
PRV54764,3722.0,1,1068.0,5000
PRV54764,3893.0,1,1068.0,4000
PRV54764,3895.0,1,1068.0,9000
PRV54764,4439.0,1,1068.0,10000
PRV54764,4516.0,1,1068.0,34000
PRV54764,5349.0,1,1068.0,27000
PRV54764,7823.0,1,1068.0,34000
PRV54764,8112.0,1,1068.0,14000
PRV54764,8154.0,1,1068.0,10000
PRV54764,9394.0,1,1068.0,6000
PRV54764,9671.0,1,1068.0,13000
PRV54765,13.0,1,1068.0,3000
PRV54765,51.0,1,1068.0,40000
PRV54765,66.0,4,4272.0,42000
PRV54765,234.0,2,2136.0,22000
PRV54765,303.0,1,1068.0,31000
PRV54765,309.0,1,1068.0,5000
PRV54765,311.0,1,1068.0,31000
PRV54765,331.0,1,1068.0,9000
PRV54765,412.0,1,1068.0,6000
PRV54765,920.0,1,1068.0,8000
PRV54765,966.0,1,1068.0,5000
PRV54765,1733.0,1,1068.0,15000
PRV54765,2724.0,3,3204.0,30000
PRV54765,2762.0,1,1068.0,8000
PRV54765,3142.0,1,1068.0,4000
PRV54765,3229.0,1,1068.0,0
PRV54765,3239.0,1,1068.0,17000
PRV54765,3249.0,1,1068.0,13000
PRV54765,3327.0,1,1068.0,24000
PRV54765,3404.0,1,1068.0,10000
PRV54765,3491.0,1,1068.0,5000
PRV54765,3522.0,2,2136.0,73000
PRV54765,3523.0,2,2136.0,93000
PRV54765,3613.0,1,1068.0,31000
PRV54765,3722.0,1,1068.0,4000
PRV54765,3734.0,3,3204.0,53000
PRV54765,3771.0,1,1068.0,8000
PRV54765,3772.0,2,2136.0,31000
PRV54765,3787.0,1,1068.0,10000
PRV54765,3812.0,3,3204.0,17000
PRV54765,3844.0,1,1068.0,0
PRV54765,3893.0,3,3204.0,28000
PRV54765,3950.0,3,3204.0,35000
PRV54765,3995.0,7,7476.0,87000
PRV54765,4011.0,1,1068.0,10000
PRV54765,4019.0,10,10680.0,176000
PRV54765,4102.0,1,1068.0,52000
PRV54765,4131.0,1,1068.0,8000
PRV54765,4139.0,1,1068.0,9000
PRV54765,4251.0,1,1068.0,20000
PRV54765,4311.0,1,1068.0,5000
PRV54765,4438.0,1,1068.0,7000
PRV54765,4439.0,1,1068.0,25000
PRV54765,4444.0,1,1068.0,5000
PRV54765,4513.0,6,6408.0,32000
PRV54765,4516.0,4,4272.0,22000
PRV54765,4542.0,1,1068.0,0
PRV54765,4582.0,1,1068.0,31000
PRV54765,4701.0,1,1068.0,4000
PRV54765,5011.0,1,1068.0,5000
PRV54765,5022.0,1,0.0,57000
PRV54765,5122.0,1,1068.0,21000
PRV54765,5123.0,2,2136.0,20000
PRV54765,5211.0,1,1068.0,6000
PRV54765,5301.0,1,1068.0,11000
PRV54765,5362.0,1,1068.0,4000
PRV54765,5551.0,1,1068.0,15000
PRV54765,5849.0,1,1068.0,34000
PRV54765,6069.0,1,1068.0,12000
PRV54765,6823.0,1,1068.0,10000
PRV54765,6849.0,1,1068.0,13000
PRV54765,7749.0,1,1068.0,16000
PRV54765,7768.0,1,1068.0,25000
PRV54765,7850.0,1,1068.0,12000
PRV54765,7855.0,1,1068.0,10000
PRV54765,7905.0,1,1068.0,10000
PRV54765,7915.0,1,1068.0,21000
PRV54765,7931.0,1,1068.0,8000
PRV54765,7935.0,1,1068.0,16000
PRV54765,7994.0,1,1068.0,31000
PRV54765,8102.0,1,1068.0,14000
PRV54765,8151.0,1,1068.0,20000
PRV54765,8154.0,4,4272.0,46000
PRV54765,8180.0,2,2136.0,31000
PRV54765,8605.0,1,1068.0,11000
PRV54765,8622.0,1,1068.0,34000
PRV54765,8872.0,1,1068.0,12000
PRV54765,8877.0,1,1068.0,3000
PRV54765,8919.0,1,0.0,6000
PRV54765,8944.0,1,1068.0,13000
PRV54765,9339.0,1,1068.0,10000
PRV54765,9390.0,2,2136.0,20000
PRV54765,9462.0,1,1068.0,4000
PRV54765,9671.0,1,1068.0,11000
PRV54765,9904.0,4,4272.0,45000
PRV54765,9929.0,1,1068.0,4000
PRV54765,9955.0,1,1068.0,4000
PRV54767,3772.0,1,1068.0,10000
PRV54767,3899.0,1,1068.0,7000
PRV54768,81.0,1,1068.0,13000
PRV54768,3995.0,1,1068.0,6000
PRV54768,8154.0,1,1068.0,12000
PRV54771,3722.0,1,0.0,60
PRV54771,3772.0,1,1068.0,13000
PRV54771,4019.0,1,0.0,60
PRV54771,4542.0,1,1068.0,7000
PRV54771,4573.0,1,1068.0,38000
PRV54771,5411.0,1,1068.0,36000
PRV54771,8152.0,1,1068.0,9000
PRV54771,8154.0,1,1068.0,19000
PRV54771,8628.0,1,1068.0,3000
PRV54771,9227.0,1,1068.0,6000
PRV54772,22.0,1,1068.0,57000
PRV54772,66.0,2,2136.0,65000
PRV54772,81.0,1,1068.0,14000
PRV54772,309.0,1,1068.0,8000
PRV54772,311.0,2,2136.0,59000
PRV54772,331.0,1,1068.0,5000
PRV54772,598.0,1,1068.0,14000
PRV54772,863.0,1,1068.0,4000
PRV54772,881.0,1,1068.0,11000
PRV54772,1519.0,1,1068.0,8000
PRV54772,2724.0,4,4272.0,36000
PRV54772,2762.0,2,2136.0,27000
PRV54772,2932.0,1,1068.0,10000
PRV54772,3249.0,1,1068.0,28000
PRV54772,3327.0,1,1068.0,21000
PRV54772,3491.0,2,2136.0,18000
PRV54772,3722.0,2,2136.0,17000
PRV54772,3893.0,2,2136.0,12000
PRV54772,3995.0,1,1068.0,5000
PRV54772,4019.0,4,4272.0,98000
PRV54772,4210.0,1,1068.0,9000
PRV54772,4429.0,1,1068.0,47000
PRV54772,4513.0,1,1068.0,6000
PRV54772,4516.0,3,2136.0,11500
PRV54772,4523.0,1,1068.0,6000
PRV54772,4525.0,1,1068.0,8000
PRV54772,4542.0,1,1068.0,22000
PRV54772,4576.0,1,1068.0,13000
PRV54772,4675.0,1,1068.0,12000
PRV54772,4881.0,1,1068.0,6000
PRV54772,4946.0,1,1068.0,8000
PRV54772,5101.0,1,1068.0,6000
PRV54772,5121.0,1,1068.0,57000
PRV54772,5123.0,1,1068.0,6000
PRV54772,5359.0,1,1068.0,37000
PRV54772,5371.0,1,1068.0,29000
PRV54772,5531.0,1,1068.0,13000
PRV54772,5849.0,1,1068.0,17000
PRV54772,6561.0,1,1068.0,5000
PRV54772,7805.0,1,1068.0,12000
PRV54772,7907.0,1,1068.0,33000
PRV54772,7935.0,1,1068.0,11000
PRV54772,8102.0,1,1068.0,11000
PRV54772,8151.0,1,1068.0,11000
PRV54772,8154.0,2,2136.0,20000
PRV54772,8166.0,1,1068.0,12000
PRV54772,8180.0,1,1068.0,10000
PRV54772,8191.0,2,2136.0,47000
PRV54772,8339.0,1,1068.0,5000
PRV54772,8622.0,1,1068.0,52000
PRV54772,8848.0,1,1068.0,6000
PRV54772,8909.0,1,1068.0,5000
PRV54772,9390.0,1,1068.0,9000
PRV54772,9466.0,1,1068.0,5000
PRV54772,9605.0,1,1068.0,13000
PRV54772,9671.0,2,2136.0,24000
PRV54772,9672.0,1,1068.0,17000
PRV54772,9904.0,3,3204.0,19000
PRV54772,9915.0,1,1068.0,5000
PRV54772,9919.0,1,1068.0,21000
PRV54772,9921.0,1,1068.0,4000
PRV54772,9929.0,1,1068.0,4000
PRV54772,9974.0,2,2136.0,18000
PRV54772,9984.0,1,1068.0,6000
PRV54773,51.0,1,1068.0,35000
PRV54773,139.0,1,1068.0,26000
PRV54773,3613.0,1,1068.0,38000
PRV54773,3734.0,1,1068.0,12000
PRV54773,4254.0,1,1068.0,14000
PRV54773,4562.0,1,1068.0,14000
PRV54773,7823.0,1,1068.0,14000
PRV54773,8622.0,1,0.0,6000
PRV54773,9671.0,1,1068.0,9000
PRV54774,51.0,1,1068.0,33000
PRV54774,3794.0,1,0.0,10
PRV54774,3950.0,1,1068.0,9000
PRV54774,4019.0,1,1068.0,33000
PRV54776,61.0,1,1068.0,15000
PRV54776,570.0,1,1068.0,4000
PRV54776,4414.0,1,1068.0,15000
PRV54776,7050.0,1,1068.0,4000
PRV54778,412.0,1,1068.0,11000
PRV54778,605.0,1,1068.0,9000
PRV54778,2724.0,1,1068.0,23000
PRV54778,2762.0,1,1068.0,9000
PRV54778,3324.0,2,2136.0,41000
PRV54778,3491.0,1,1068.0,9000
PRV54778,3612.0,1,1068.0,23000
PRV54778,3893.0,3,3204.0,15000
PRV54778,3995.0,1,1068.0,5000
PRV54778,4019.0,3,3204.0,37000
PRV54778,4516.0,3,3204.0,10000
PRV54778,5749.0,1,1068.0,8000
PRV54778,6029.0,1,1068.0,3000
PRV54778,7078.0,1,1068.0,3000
PRV54778,7915.0,1,1068.0,9000
PRV54778,7932.0,1,1068.0,5000
PRV54778,8151.0,2,2136.0,21000
PRV54778,8154.0,1,1068.0,10000
PRV54778,8309.0,1,1068.0,20000
PRV54778,8774.0,1,1068.0,7000
PRV54778,8872.0,2,2136.0,18000
PRV54778,8891.0,1,1068.0,8000
PRV54778,8964.0,1,1068.0,5000
PRV54778,9224.0,1,1068.0,7000
PRV54778,9607.0,1,1068.0,3000
PRV54778,9672.0,2,2136.0,59000
PRV54778,9904.0,2,2136.0,20000
PRV54778,9910.0,1,1068.0,13000
PRV54778,9918.0,1,0.0,10000
PRV54778,9925.0,1,1068.0,13000
PRV54778,9952.0,1,1068.0,6000
PRV54779,3772.0,1,1068.0,34000
PRV54779,4311.0,1,1068.0,8000
PRV54779,5359.0,1,1068.0,16000
PRV54779,8154.0,1,1068.0,11000
PRV54779,8703.0,1,1068.0,6000
PRV54779,9396.0,1,1068.0,11000
PRV54779,9925.0,1,1068.0,9000
PRV54781,51.0,1,1068.0,43000
PRV54781,66.0,3,3204.0,36000
PRV54781,605.0,2,2136.0,18000
PRV54781,1629.0,1,1068.0,14000
PRV54781,2724.0,2,2136.0,20000
PRV54781,2764.0,1,1068.0,10000
PRV54781,3425.0,1,1068.0,4000
PRV54781,3485.0,1,1068.0,53000
PRV54781,3491.0,1,0.0,6000
PRV54781,3613.0,1,1068.0,20000
PRV54781,3722.0,2,2136.0,22000
PRV54781,3893.0,3,3204.0,19000
PRV54781,3972.0,1,1068.0,53000
PRV54781,3995.0,1,1068.0,7000
PRV54781,4019.0,1,1068.0,15000
PRV54781,4233.0,2,2136.0,19000
PRV54781,4311.0,1,1068.0,20000
PRV54781,4439.0,1,1068.0,24000
PRV54781,4516.0,3,3204.0,19000
PRV54781,4523.0,1,1068.0,5000
PRV54781,4601.0,1,1068.0,19000
PRV54781,4610.0,1,1068.0,14000
PRV54781,5123.0,2,2136.0,15000
PRV54781,5419.0,1,1068.0,14000
PRV54781,5491.0,1,1068.0,16000
PRV54781,7802.0,1,1068.0,5000
PRV54781,7935.0,1,1068.0,10000
PRV54781,8108.0,1,1068.0,31000
PRV54781,8151.0,1,1068.0,9000
PRV54781,8154.0,1,1068.0,13000
PRV54781,8541.0,1,1068.0,4000
PRV54781,8607.0,1,1068.0,5000
PRV54781,8628.0,1,1068.0,6000
PRV54781,8872.0,1,1068.0,4000
PRV54781,9672.0,1,1068.0,38000
PRV54781,9904.0,5,5340.0,23000
PRV54785,3722.0,1,1068.0,17000
PRV54787,570.0,1,1068.0,42000
PRV54787,2724.0,1,1068.0,10000
PRV54787,2761.0,1,1068.0,7000
PRV54787,3327.0,1,0.0,11000
PRV54787,3491.0,1,1068.0,4000
PRV54787,3734.0,2,2136.0,24000
PRV54787,3929.0,1,1068.0,42000
PRV54787,3995.0,1,1068.0,9000
PRV54787,4019.0,2,2136.0,65000
PRV54787,4525.0,1,1068.0,5000
PRV54787,4562.0,1,1068.0,19000
PRV54787,5849.0,1,1068.0,14000
PRV54787,6551.0,1,1068.0,7000
PRV54787,7812.0,1,0.0,11000
PRV54787,8106.0,1,1068.0,55000
PRV54787,8154.0,1,1068.0,12000
PRV54787,8669.0,1,1068.0,22000
PRV54787,9671.0,1,1068.0,14000
PRV54787,9917.0,1,1068.0,2000
PRV54787,9955.0,1,1068.0,7000
