Physician,ClmProcedureCode,Count,TotalDeductibleAmtPaid,TotalInscClaimAmtReimbursed
PHY391335,4438.0,1,1068.0,12000
PHY391338,8152.0,1,1068.0,22000
PHY391349,3794.0,1,0.0,10
PHY391351,51.0,2,0.0,80
PHY391358,66.0,1,1068.0,9000
PHY391358,4011.0,1,1068.0,6000
PHY391358,5184.0,1,1068.0,6000
PHY391366,3893.0,1,1068.0,6000
PHY391366,8015.0,1,1068.0,17000
PHY391366,8152.0,1,1068.0,17000
PHY391370,9604.0,1,1068.0,10000
PHY391371,5123.0,1,1068.0,12000
PHY391371,8345.0,1,1068.0,26000
PHY391378,3893.0,1,1068.0,5000
PHY391378,7823.0,1,1068.0,5000
PHY391378,8154.0,1,1068.0,10000
PHY391378,9394.0,1,1068.0,4000
PHY391395,8051.0,1,1068.0,5000
PHY391419,2761.0,1,1068.0,31000
PHY391419,3995.0,1,1068.0,10000
PHY391419,8415.0,1,1068.0,31000
PHY391426,4516.0,2,2136.0,14000
PHY391428,3812.0,1,1068.0,9000
PHY391428,4019.0,1,1068.0,25000
PHY391428,4592.0,1,1068.0,9000
PHY391428,7972.0,1,1068.0,25000
PHY391443,8154.0,1,1068.0,16000
PHY391443,9465.0,1,1068.0,700
PHY391445,4543.0,1,1068.0,6000
PHY391446,51.0,2,2136.0,80000
PHY391446,61.0,2,2136.0,18000
PHY391446,2724.0,4,4272.0,40000
PHY391446,4019.0,2,2136.0,22000
PHY391446,4311.0,1,1068.0,6000
PHY391446,4341.0,1,1068.0,10000
PHY391446,4542.0,1,1068.0,8000
PHY391446,4576.0,2,2136.0,22000
PHY391446,8154.0,2,2136.0,64000
PHY391446,8897.0,2,2136.0,12000
PHY391446,9604.0,1,1068.0,10000
PHY391447,8480.0,1,1068.0,11000
PHY391468,7936.0,1,1068.0,14000
PHY391481,1733.0,2,2136.0,32000
PHY391489,8401.0,1,1068.0,13000
PHY391489,9907.0,1,1068.0,25000
PHY391492,9353.0,1,1068.0,3000
PHY391495,66.0,1,1068.0,57000
PHY391495,3783.0,2,2136.0,28000
PHY391495,3843.0,1,1068.0,57000
PHY391495,4019.0,1,1068.0,11000
PHY391495,4254.0,1,1068.0,57000
PHY391495,5061.0,1,1068.0,57000
PHY391495,9971.0,1,1068.0,57000
PHY391502,3324.0,1,1068.0,5000
PHY391514,71.0,1,1068.0,18000
PHY391523,9962.0,1,1068.0,500
PHY391532,560.0,1,1068.0,8000
PHY391532,3927.0,1,1068.0,13000
PHY391532,5119.0,1,1068.0,17000
PHY391532,5122.0,1,1068.0,17000
PHY391532,5794.0,1,1068.0,7000
PHY391532,8659.0,2,2136.0,10000
PHY391532,8872.0,1,1068.0,5000
PHY391541,66.0,2,2136.0,22000
PHY391541,2724.0,1,1068.0,9000
PHY391541,3772.0,1,1068.0,10000
PHY391541,4019.0,3,3204.0,31000
PHY391541,5794.0,1,1068.0,10000
PHY391541,7823.0,2,2136.0,22000
PHY391541,8154.0,2,2136.0,20000
PHY391541,8659.0,1,1068.0,9000
PHY391541,8877.0,1,1068.0,0
PHY391541,9904.0,1,1068.0,9000
PHY391553,2724.0,1,1068.0,13000
PHY391553,3722.0,2,2136.0,76000
PHY391553,3893.0,2,2136.0,14000
PHY391553,4019.0,1,1068.0,10000
PHY391553,4311.0,1,1068.0,13000
PHY391553,4461.0,1,0.0,5000
PHY391553,4513.0,2,2136.0,6000
PHY391553,4871.0,1,1068.0,3000
PHY391553,5641.0,1,1068.0,10000
PHY391553,5791.0,1,1068.0,40000
PHY391553,5849.0,1,1068.0,11000
PHY391553,8102.0,1,1068.0,14000
PHY391553,8801.0,1,1068.0,11000
PHY391553,9390.0,1,1068.0,5000
PHY391553,9604.0,1,1068.0,8000
PHY391577,66.0,1,1068.0,15000
PHY391577,9904.0,1,1068.0,11000
PHY391594,8872.0,1,1068.0,4000
PHY391597,4516.0,1,1068.0,4000
PHY391612,7971.0,1,1068.0,3000
PHY391612,8659.0,1,1068.0,13000
PHY391613,7915.0,1,1068.0,15000
PHY391615,7033.0,1,1068.0,4000
PHY391617,8191.0,1,0.0,3000
PHY391629,8152.0,1,1068.0,10000
PHY391632,9702.0,1,1068.0,4000
PHY391633,5123.0,1,1068.0,5000
PHY391654,4675.0,1,1068.0,0
PHY391697,7749.0,1,1068.0,8000
PHY391701,71.0,1,1068.0,21000
PHY391701,387.0,1,1068.0,10000
PHY391701,412.0,1,1068.0,9000
PHY391701,585.0,1,1068.0,16000
PHY391701,2724.0,1,1068.0,24000
PHY391701,3612.0,1,1068.0,24000
PHY391701,3893.0,1,1068.0,28000
PHY391701,3995.0,1,1068.0,5000
PHY391701,4019.0,1,1068.0,24000
PHY391701,4311.0,1,1068.0,4000
PHY391701,4516.0,1,1068.0,5000
PHY391701,4576.0,1,1068.0,14000
PHY391701,4579.0,1,1068.0,14000
PHY391701,5123.0,1,1068.0,5000
PHY391701,5303.0,1,1068.0,4000
PHY391701,5491.0,1,1068.0,3000
PHY391701,7748.0,1,1068.0,11000
PHY391701,7935.0,1,1068.0,9000
PHY391701,8151.0,1,1068.0,17000
PHY391701,8877.0,2,2136.0,8000
PHY391701,9339.0,1,1068.0,6000
PHY391701,9425.0,1,1068.0,0
PHY391701,9465.0,1,1068.0,5000
PHY391701,9904.0,1,1068.0,12000
PHY391704,2101.0,2,2136.0,8000
PHY391704,3611.0,1,1068.0,18000
PHY391704,3722.0,1,1068.0,6000
PHY391704,4439.0,1,1068.0,18000
PHY391704,4523.0,1,1068.0,10000
PHY391704,7830.0,1,1068.0,10000
PHY391704,7906.0,2,2136.0,8000
PHY391710,3772.0,1,1068.0,11000
PHY391714,309.0,1,1068.0,9000
PHY391720,850.0,1,1068.0,4000
PHY391720,2101.0,1,1068.0,14000
PHY391720,3521.0,1,1068.0,28000
PHY391720,3893.0,1,1068.0,7000
PHY391720,3929.0,1,1068.0,13000
PHY391720,3995.0,1,1068.0,5000
PHY391720,4439.0,1,1068.0,9000
PHY391720,5569.0,2,2136.0,50000
PHY391720,8414.0,1,1068.0,7000
PHY391720,9904.0,1,1068.0,9000
PHY391724,3533.0,1,1068.0,36000
PHY391724,9012.0,1,1068.0,36000
PHY391724,9973.0,1,1068.0,36000
PHY391731,3722.0,1,1068.0,5000
PHY391744,3491.0,1,1068.0,3000
PHY391766,66.0,1,1068.0,11000
PHY391766,4019.0,1,1068.0,11000
PHY391771,4516.0,1,1068.0,7000
PHY391772,3812.0,1,1068.0,7000
PHY391772,4019.0,1,1068.0,7000
PHY391797,9904.0,1,1068.0,10000
PHY391803,3995.0,1,1068.0,9000
PHY391805,4946.0,1,1068.0,7000
PHY391808,8674.0,1,1068.0,10000
PHY391809,4863.0,1,1068.0,5000
PHY391813,610.0,1,1068.0,12000
PHY391813,3783.0,2,2136.0,44000
PHY391813,3995.0,1,1068.0,3000
PHY391816,3772.0,1,1068.0,12000
PHY391821,4523.0,1,1068.0,9000
PHY391823,3324.0,1,1068.0,9000
PHY391826,5022.0,1,0.0,19000
PHY391840,3812.0,1,1068.0,8000
PHY391841,66.0,1,0.0,100
PHY391841,2724.0,1,0.0,100
PHY391843,3722.0,1,1068.0,8000
PHY391843,3963.0,1,1068.0,14000
PHY391843,4019.0,1,1068.0,8000
PHY391843,4639.0,1,1068.0,8000
PHY391843,7915.0,1,1068.0,14000
PHY391843,9390.0,1,1068.0,6000
PHY391845,66.0,1,1068.0,17000
PHY391845,2724.0,1,1068.0,17000
PHY391845,3893.0,2,2136.0,17000
PHY391845,4523.0,1,1068.0,4000
PHY391845,8108.0,1,1068.0,16000
PHY391845,8151.0,1,1068.0,25000
PHY391845,8154.0,1,1068.0,9000
PHY391845,9339.0,1,0.0,7000
PHY391845,9904.0,1,1068.0,10000
PHY391850,66.0,1,1068.0,11000
PHY391850,2724.0,1,1068.0,11000
PHY391854,4516.0,1,1068.0,3000
PHY391854,4542.0,1,1068.0,5000
PHY391855,5185.0,1,1068.0,9000
PHY391857,4019.0,1,1068.0,17000
PHY391857,8108.0,1,1068.0,17000
PHY391857,8703.0,1,0.0,6000
PHY391869,481.0,1,1068.0,8000
PHY391869,3772.0,1,1068.0,14000
PHY391869,3893.0,1,1068.0,3000
PHY391869,3898.0,1,1068.0,5000
PHY391869,5123.0,1,1068.0,11000
PHY391869,7855.0,1,1068.0,10000
PHY391889,9672.0,1,1068.0,13000
PHY391891,8741.0,1,1068.0,2000
PHY391895,3803.0,1,1068.0,16000
PHY391895,4552.0,1,1068.0,16000
PHY391896,3722.0,1,1068.0,6000
PHY391896,4019.0,1,1068.0,6000
PHY391900,8154.0,1,1068.0,12000
PHY391906,8744.0,1,1068.0,5000
PHY391922,81.0,1,1068.0,15000
PHY391927,4139.0,1,1068.0,6000
PHY391927,8108.0,1,1068.0,21000
PHY391927,8536.0,1,1068.0,6000
PHY391928,66.0,1,1068.0,12000
PHY391928,4019.0,1,1068.0,12000
PHY391928,5321.0,1,1068.0,200
PHY391934,7936.0,1,1068.0,30000
PHY391943,2762.0,2,2136.0,108000
PHY391943,3521.0,2,2136.0,108000
PHY391949,2749.0,1,0.0,16000
PHY391949,3893.0,1,1068.0,9000
PHY391949,4311.0,1,1068.0,5000
PHY391949,8102.0,1,0.0,16000
PHY391949,9390.0,1,1068.0,2000
PHY391957,8703.0,1,1068.0,13000
PHY391979,66.0,2,2136.0,31000
PHY391979,293.0,1,1068.0,21000
PHY391979,387.0,1,1068.0,57000
PHY391979,400.0,1,0.0,36000
PHY391979,496.0,1,1068.0,4000
PHY391979,1179.0,1,1068.0,29000
PHY391979,2319.0,1,1068.0,4000
PHY391979,2724.0,1,1068.0,9000
PHY391979,2762.0,1,1068.0,33000
PHY391979,3893.0,1,1068.0,8000
PHY391979,3952.0,1,1068.0,46000
PHY391979,3995.0,1,1068.0,33000
PHY391979,4019.0,2,2136.0,18000
PHY391979,4513.0,1,1068.0,9000
PHY391979,4881.0,1,0.0,36000
PHY391979,7078.0,1,1068.0,4000
PHY391979,7935.0,1,1068.0,12000
PHY391979,8051.0,1,1068.0,4000
PHY391979,8088.0,1,1068.0,3000
PHY391979,8151.0,1,1068.0,14000
PHY391979,8154.0,2,2136.0,25000
PHY391979,8191.0,1,1068.0,13000
PHY391979,8659.0,1,1068.0,4000
PHY391979,8872.0,1,1068.0,11000
PHY391979,8959.0,1,1068.0,3000
PHY391979,9672.0,1,1068.0,29000
PHY391979,9904.0,2,2136.0,11000
PHY391979,9919.0,1,1068.0,4000
PHY391982,9904.0,1,1068.0,4000
PHY391988,8543.0,1,1068.0,4000
PHY391998,4019.0,1,1068.0,8000
PHY391998,6849.0,1,1068.0,8000
PHY391998,8543.0,1,1068.0,4000
PHY392005,3899.0,1,1068.0,7000
PHY392005,9921.0,1,1068.0,33000
PHY392024,311.0,1,1068.0,57000
PHY392024,3491.0,1,1068.0,8000
PHY392024,3772.0,1,1068.0,10000
PHY392024,3893.0,1,1068.0,11000
PHY392024,3950.0,1,1068.0,13000
PHY392024,4263.0,1,1068.0,8000
PHY392024,4525.0,1,1068.0,9000
PHY392024,4561.0,1,1068.0,10000
PHY392024,5123.0,1,1068.0,0
PHY392024,6851.0,1,1068.0,4000
PHY392024,7092.0,1,1068.0,4000
PHY392024,8103.0,1,1068.0,8000
PHY392024,8877.0,1,1068.0,11000
PHY392024,8945.0,1,1068.0,4000
PHY392024,8965.0,1,1068.0,14000
PHY392024,9468.0,1,0.0,4000
PHY392024,9905.0,1,1068.0,7000
PHY392024,9921.0,1,1068.0,7000
PHY392032,3613.0,1,1068.0,38000
PHY392032,9971.0,1,1068.0,38000
PHY392041,66.0,1,1068.0,10000
PHY392041,3812.0,1,1068.0,5000
PHY392041,3995.0,1,1068.0,9000
PHY392041,4019.0,1,1068.0,10000
PHY392041,8106.0,1,1068.0,23000
PHY392057,8669.0,1,1068.0,22000
PHY392058,311.0,1,1068.0,57000
PHY392058,3722.0,1,1068.0,14000
PHY392058,4019.0,2,2136.0,25000
PHY392058,4299.0,1,1068.0,11000
PHY392058,8102.0,1,1068.0,14000
PHY392058,8154.0,1,1068.0,11000
PHY392058,8703.0,1,1068.0,5000
PHY392058,9672.0,1,1068.0,15000
PHY392058,9904.0,1,1068.0,7000
PHY392058,9929.0,1,1068.0,9000
PHY392060,3950.0,1,1068.0,12000
PHY392064,4019.0,2,2136.0,6000
PHY392064,7093.0,2,2136.0,6000
PHY392066,9905.0,1,1068.0,23000
PHY392068,5119.0,1,1068.0,24000
PHY392068,5459.0,1,1068.0,24000
PHY392073,331.0,1,1068.0,6000
PHY392080,3995.0,1,1068.0,13000
PHY392092,3812.0,1,1068.0,6000
PHY392098,5794.0,1,1068.0,9000
PHY392104,4516.0,1,1068.0,7000
PHY392104,7935.0,1,1068.0,16000
PHY392108,8744.0,1,1068.0,14000
PHY392115,66.0,1,1068.0,11000
PHY392115,4019.0,1,1068.0,11000
PHY392116,66.0,2,2136.0,18000
PHY392116,2724.0,2,2136.0,18000
PHY392116,3812.0,1,1068.0,17000
PHY392116,3950.0,2,2136.0,30000
PHY392116,4019.0,2,2136.0,24000
PHY392116,8154.0,2,2136.0,24000
PHY392116,8166.0,2,2136.0,40000
PHY392116,8872.0,2,2136.0,16000
PHY392116,8897.0,1,1068.0,3000
PHY392132,8151.0,1,1068.0,12000
PHY392140,9904.0,1,1068.0,6000
PHY392143,3612.0,2,2136.0,84000
PHY392143,3927.0,1,1068.0,28000
PHY392143,4264.0,1,1068.0,7000
PHY392143,4523.0,1,1068.0,4000
PHY392143,5849.0,1,1068.0,28000
PHY392143,9955.0,1,1068.0,7000
PHY392144,3722.0,1,1068.0,15000
PHY392145,4513.0,1,1068.0,13000
PHY392149,8153.0,1,1068.0,19000
PHY392163,3523.0,1,1068.0,39000
PHY392163,5845.0,1,1068.0,39000
PHY392188,2724.0,1,1068.0,4000
PHY392188,3722.0,1,1068.0,4000
PHY392188,5123.0,2,2136.0,20000
PHY392195,3485.0,1,0.0,42000
PHY392195,3974.0,1,0.0,42000
PHY392198,4542.0,1,1068.0,5000
PHY392198,8872.0,1,1068.0,4000
PHY392201,8154.0,1,1068.0,10000
PHY392203,3929.0,1,1068.0,8000
PHY392204,4516.0,1,1068.0,15000
PHY392206,3491.0,1,1068.0,9000
PHY392211,9672.0,1,1068.0,34000
PHY392238,3893.0,2,2136.0,10000
PHY392238,3995.0,1,1068.0,9000
PHY392252,5119.0,2,2136.0,30000
PHY392252,5122.0,2,2136.0,30000
PHY392261,4513.0,1,1068.0,21000
PHY392273,331.0,1,1068.0,0
PHY392273,560.0,1,1068.0,11000
PHY392273,3794.0,1,1068.0,39000
PHY392273,4610.0,1,1068.0,26000
PHY392273,5303.0,1,1068.0,11000
PHY392273,5921.0,1,1068.0,11000
PHY392273,7053.0,1,1068.0,6000
PHY392273,8154.0,3,3204.0,37000
PHY392273,9904.0,1,1068.0,3000
PHY392288,9904.0,1,1068.0,5000
PHY392289,353.0,1,1068.0,19000
PHY392289,4513.0,1,1068.0,6000
PHY392313,8152.0,1,1068.0,13000
PHY392316,7931.0,1,1068.0,9000
PHY392319,3803.0,1,1068.0,9000
PHY392319,3893.0,1,1068.0,3000
PHY392319,4104.0,1,1068.0,11000
PHY392319,4263.0,1,1068.0,9000
PHY392319,5459.0,2,2136.0,26000
PHY392319,7830.0,1,1068.0,10000
PHY392319,8897.0,1,1068.0,24000
PHY392319,9904.0,2,2136.0,20000
PHY392319,9907.0,1,1068.0,10000
PHY392325,3931.0,1,1068.0,21000
PHY392325,4019.0,1,1068.0,15000
PHY392325,4573.0,1,1068.0,15000
PHY392338,5123.0,1,1068.0,5000
PHY392348,539.0,1,1068.0,7000
PHY392348,2724.0,3,3204.0,35000
PHY392348,3722.0,1,1068.0,8000
PHY392348,3779.0,1,1068.0,18000
PHY392348,3844.0,1,1068.0,20000
PHY392348,3893.0,1,1068.0,9000
PHY392348,4019.0,2,2136.0,26000
PHY392348,4516.0,1,1068.0,7000
PHY392348,5849.0,1,1068.0,9000
PHY392348,7935.0,1,1068.0,9000
PHY392348,7936.0,1,1068.0,8000
PHY392348,7975.0,1,1068.0,7000
PHY392348,8872.0,1,1068.0,4000
PHY392348,9904.0,1,1068.0,9000
PHY392348,9971.0,1,1068.0,20000
PHY392356,3722.0,1,1068.0,5000
PHY392356,4019.0,1,1068.0,5000
PHY392359,3812.0,1,1068.0,8000
PHY392372,66.0,1,1068.0,10000
PHY392372,159.0,1,1068.0,41000
PHY392372,639.0,1,1068.0,26000
PHY392372,3485.0,1,1068.0,41000
PHY392372,3927.0,1,1068.0,11000
PHY392372,4019.0,1,1068.0,10000
PHY392372,4311.0,1,1068.0,12000
PHY392372,4516.0,2,2136.0,17000
PHY392372,5491.0,1,1068.0,6000
PHY392372,5849.0,1,1068.0,41000
PHY392372,7781.0,1,1068.0,11000
PHY392372,8108.0,1,1068.0,46000
PHY392372,8151.0,2,2136.0,22000
PHY392372,8192.0,1,1068.0,8000
PHY392372,8721.0,1,1068.0,7000
PHY392375,4438.0,1,1068.0,13000
PHY392378,3995.0,1,1068.0,12000
PHY392381,5411.0,1,1068.0,36000
PHY392389,3723.0,1,1068.0,1000
PHY392389,4019.0,1,1068.0,1000
PHY392393,9672.0,1,1068.0,57000
PHY392395,4516.0,1,1068.0,4000
PHY392406,66.0,1,1068.0,21000
PHY392406,3893.0,1,1068.0,0
PHY392406,3995.0,1,1068.0,16000
PHY392406,4516.0,1,1068.0,6000
PHY392406,4562.0,1,1068.0,29000
PHY392406,8151.0,1,1068.0,10000
PHY392406,8703.0,1,1068.0,6000
PHY392409,5569.0,1,1068.0,87000
PHY392417,3893.0,2,2136.0,10000
PHY392417,8154.0,1,1068.0,14000
PHY392417,9671.0,1,1068.0,11000
PHY392427,131.0,1,1068.0,10000
PHY392427,412.0,1,1068.0,10000
PHY392432,8154.0,1,1068.0,9000
PHY392443,66.0,1,1068.0,11000
PHY392443,346.0,1,1068.0,28000
PHY392443,387.0,1,1068.0,21000
PHY392443,2724.0,2,2136.0,34000
PHY392443,3406.0,1,1068.0,28000
PHY392443,3611.0,1,1068.0,23000
PHY392443,4240.0,1,1068.0,17000
PHY392443,4438.0,1,1068.0,23000
PHY392443,4562.0,1,1068.0,29000
PHY392443,5119.0,1,1068.0,6000
PHY392443,5185.0,1,1068.0,21000
PHY392443,7679.0,1,1068.0,17000
PHY392443,8005.0,1,1068.0,8000
PHY392443,8154.0,2,2136.0,26000
PHY392443,8872.0,1,1068.0,6000
PHY392443,8944.0,1,1068.0,1000
PHY392454,4019.0,1,1068.0,4000
PHY392454,9960.0,1,1068.0,4000
PHY392468,8914.0,1,1068.0,3000
PHY392470,66.0,1,1068.0,10000
PHY392470,4019.0,1,1068.0,10000
PHY392477,66.0,1,1068.0,9000
PHY392477,2724.0,1,1068.0,9000
PHY392477,4019.0,1,1068.0,9000
PHY392484,3950.0,1,1068.0,22000
PHY392484,4019.0,1,1068.0,22000
PHY392485,7936.0,1,1068.0,10000
PHY392485,9974.0,1,1068.0,10000
PHY392487,2724.0,2,2136.0,14000
PHY392487,3512.0,2,2136.0,96000
PHY392487,3893.0,2,2136.0,14000
PHY392487,5849.0,3,3204.0,23000
PHY392487,8154.0,2,2136.0,18000
PHY392487,9390.0,1,1068.0,9000
PHY392487,9904.0,2,2136.0,6000
PHY392498,5491.0,1,1068.0,10000
PHY392504,4523.0,1,1068.0,4000
PHY392504,4543.0,1,1068.0,0
PHY392504,9952.0,1,1068.0,5000
PHY392513,8954.0,1,1068.0,4000
PHY392517,3409.0,1,1068.0,3000
PHY392517,3491.0,1,1068.0,20000
PHY392517,4019.0,1,1068.0,20000
PHY392517,7935.0,1,1068.0,12000
PHY392521,309.0,2,2136.0,26000
PHY392521,4019.0,2,2136.0,26000
PHY392521,8154.0,2,2136.0,28000
PHY392528,3812.0,1,1068.0,6000
PHY392531,9462.0,1,1068.0,4000
PHY392538,4516.0,1,1068.0,5000
PHY392538,5119.0,1,1068.0,5000
PHY392546,639.0,1,1068.0,4000
PHY392550,3491.0,1,1068.0,5000
PHY392553,2101.0,1,1068.0,8000
PHY392557,3721.0,1,1068.0,7000
PHY392560,3327.0,1,1068.0,19000
PHY392561,835.0,1,1068.0,6000
PHY392561,3772.0,1,1068.0,11000
PHY392561,4264.0,1,1068.0,10000
PHY392561,4523.0,1,1068.0,9000
PHY392561,8102.0,1,1068.0,10000
PHY392568,8605.0,1,1068.0,3000
PHY392571,66.0,1,1068.0,11000
PHY392571,5459.0,1,1068.0,7000
PHY392574,3995.0,2,2136.0,12000
PHY392591,8628.0,1,0.0,26000
PHY392599,2724.0,1,1068.0,18000
PHY392599,3611.0,1,1068.0,18000
PHY392606,7745.0,1,1068.0,6000
PHY392608,66.0,1,1068.0,12000
PHY392608,4139.0,1,1068.0,12000
PHY392608,8872.0,1,1068.0,3000
PHY392610,3459.0,1,1068.0,30000
PHY392610,9904.0,1,1068.0,8000
PHY392613,2724.0,1,1068.0,37000
PHY392613,4652.0,1,1068.0,37000
PHY392625,8872.0,1,1068.0,5000
PHY392625,9390.0,1,1068.0,7000
PHY392627,8154.0,1,1068.0,10000
PHY392640,66.0,2,2136.0,34000
PHY392640,311.0,2,2136.0,66000
PHY392640,3491.0,2,2136.0,10000
PHY392640,3893.0,2,2136.0,22000
PHY392640,4019.0,4,4272.0,80000
PHY392640,4516.0,2,0.0,22000
PHY392640,7823.0,2,0.0,22000
PHY392640,8108.0,2,2136.0,46000
PHY392640,8154.0,4,4272.0,44000
PHY392640,8872.0,2,1068.0,4000
PHY392640,9969.0,1,1068.0,3000
PHY392642,66.0,1,1068.0,20000
PHY392642,2724.0,1,1068.0,20000
PHY392642,3249.0,1,1068.0,26000
PHY392642,4019.0,2,2136.0,46000
PHY392642,5849.0,1,1068.0,26000
PHY392651,9423.0,1,1068.0,0
PHY392667,8541.0,1,0.0,30
PHY392668,8103.0,1,1068.0,13000
PHY392671,66.0,1,1068.0,10000
PHY392672,8151.0,1,1068.0,18000
PHY392675,309.0,1,1068.0,10000
PHY392688,51.0,1,1068.0,56000
PHY392688,4292.0,1,1068.0,5000
PHY392692,4019.0,1,1068.0,7000
PHY392692,8741.0,1,1068.0,7000
PHY392693,9671.0,2,2136.0,82000
PHY392712,3942.0,1,1068.0,14000
PHY392722,8838.0,1,1068.0,6000
PHY392729,4516.0,1,1068.0,6000
PHY392729,9427.0,1,1068.0,20000
PHY392729,9904.0,2,2136.0,12000
PHY392733,8106.0,1,1068.0,57000
PHY392735,412.0,1,1068.0,8000
PHY392735,3812.0,1,1068.0,8000
PHY392736,8949.0,1,1068.0,12000
PHY392738,387.0,1,1068.0,57000
PHY392738,3481.0,1,1068.0,57000
PHY392738,3995.0,1,1068.0,9000
PHY392738,4432.0,1,1068.0,14000
PHY392738,5363.0,1,1068.0,9000
PHY392738,8166.0,1,1068.0,7000
PHY392738,9427.0,1,1068.0,4000
PHY392738,9904.0,1,1068.0,6000
PHY392754,66.0,1,1068.0,20000
PHY392754,311.0,1,1068.0,4000
PHY392754,387.0,1,1068.0,20000
PHY392754,3722.0,1,1068.0,6000
PHY392754,3734.0,1,1068.0,14000
PHY392754,4439.0,1,1068.0,20000
PHY392754,5849.0,1,1068.0,12000
PHY392754,6561.0,1,1068.0,4000
PHY392754,8154.0,1,1068.0,15000
PHY392754,9390.0,1,1068.0,12000
PHY392754,9672.0,1,1068.0,0
PHY392782,7802.0,1,1068.0,9000
PHY392782,8872.0,1,1068.0,9000
PHY392785,80.0,1,1068.0,27000
PHY392794,496.0,1,1068.0,3000
PHY392794,4516.0,1,1068.0,3000
PHY392796,4019.0,1,1068.0,14000
PHY392796,8154.0,1,1068.0,14000
PHY392802,8165.0,1,1068.0,7000
PHY392802,9919.0,1,1068.0,25000
PHY392812,311.0,1,1068.0,36000
PHY392812,3249.0,1,1068.0,0
PHY392812,5123.0,1,1068.0,19000
PHY392812,8103.0,1,1068.0,26000
PHY392812,9390.0,1,1068.0,10000
PHY392812,9904.0,1,1068.0,8000
PHY392812,9921.0,1,0.0,8000
PHY392815,66.0,1,1068.0,20000
PHY392815,2724.0,1,1068.0,20000
PHY392815,3249.0,1,1068.0,26000
PHY392815,4019.0,2,2136.0,46000
PHY392815,5849.0,1,1068.0,26000
PHY392815,9904.0,1,1068.0,4000
PHY392819,4019.0,2,2136.0,44000
PHY392819,8108.0,2,2136.0,44000
PHY392830,393.0,1,1068.0,0
PHY392838,66.0,1,1068.0,16000
PHY392838,4946.0,1,1068.0,4000
PHY392845,51.0,2,2136.0,62000
PHY392845,4019.0,2,2136.0,62000
PHY392852,3995.0,2,2136.0,10000
PHY392852,4019.0,1,1068.0,11000
PHY392852,4341.0,1,1068.0,3000
PHY392852,4641.0,1,1068.0,11000
PHY392855,3812.0,1,1068.0,6000
PHY392855,4019.0,1,1068.0,6000
PHY392857,131.0,1,1068.0,12000
PHY392863,3812.0,1,1068.0,4000
PHY392873,3794.0,1,1068.0,37000
PHY392895,3893.0,1,1068.0,29000
PHY392897,4019.0,1,1068.0,14000
PHY392897,8152.0,1,1068.0,14000
PHY392912,9427.0,1,1068.0,13000
PHY392933,496.0,1,1068.0,10000
PHY392933,3893.0,1,1068.0,10000
PHY392933,4019.0,1,1068.0,10000
PHY392935,66.0,1,1068.0,16000
PHY392935,4019.0,1,1068.0,16000
PHY392953,3722.0,1,1068.0,7000
PHY392953,4019.0,1,1068.0,34000
PHY392953,4562.0,1,1068.0,34000
PHY392953,5185.0,1,1068.0,34000
PHY392953,9904.0,3,3204.0,0
PHY392961,331.0,1,1068.0,5000
PHY392961,4438.0,2,2136.0,18000
PHY392961,5551.0,1,1068.0,7000
PHY392969,9955.0,1,0.0,100
PHY392969,9982.0,1,0.0,100
PHY392970,5732.0,1,1068.0,4000
PHY392973,3491.0,1,1068.0,4000
PHY392981,8841.0,1,1068.0,4000
PHY392991,5119.0,1,1068.0,31000
PHY392991,8622.0,1,1068.0,31000
PHY392994,3327.0,2,2136.0,18000
PHY392994,4011.0,2,2136.0,18000
PHY393002,3929.0,1,1068.0,10000
PHY393028,2724.0,1,1068.0,5000
PHY393028,3722.0,1,1068.0,5000
PHY393028,4513.0,1,1068.0,6000
PHY393028,8152.0,1,1068.0,15000
PHY393050,3995.0,1,1068.0,6000
PHY393050,4542.0,1,1068.0,9000
PHY393054,9672.0,1,1068.0,7000
PHY393056,4443.0,1,1068.0,21000
PHY393056,9974.0,1,1068.0,21000
PHY393066,3722.0,1,1068.0,4000
PHY393066,3783.0,1,1068.0,14000
PHY393066,4019.0,2,2136.0,18000
PHY393071,9904.0,1,1068.0,8000
PHY393072,4439.0,2,2136.0,14000
PHY393072,5359.0,2,2136.0,14000
PHY393075,66.0,1,1068.0,20000
PHY393075,540.0,2,2136.0,26000
PHY393075,2724.0,1,1068.0,20000
PHY393075,4516.0,2,2136.0,12000
PHY393076,4131.0,1,1068.0,12000
PHY393087,66.0,1,1068.0,9000
PHY393087,331.0,1,1068.0,0
PHY393087,2724.0,1,1068.0,9000
PHY393087,3484.0,1,1068.0,28000
PHY393087,3572.0,1,1068.0,37000
PHY393087,3794.0,1,1068.0,39000
PHY393087,3893.0,1,1068.0,6000
PHY393087,3927.0,1,1068.0,16000
PHY393087,4139.0,1,1068.0,9000
PHY393087,4610.0,1,1068.0,26000
PHY393087,5122.0,1,1068.0,35000
PHY393087,5794.0,1,1068.0,4000
PHY393087,7053.0,1,1068.0,6000
PHY393087,7854.0,1,1068.0,37000
PHY393087,8103.0,1,1068.0,28000
PHY393087,8154.0,4,4272.0,49000
PHY393087,8180.0,1,1068.0,13000
PHY393087,8412.0,1,1068.0,37000
PHY393087,8659.0,1,1068.0,7000
PHY393087,8872.0,1,1068.0,7000
PHY393087,8891.0,1,1068.0,6000
PHY393087,9389.0,1,1068.0,2000
